license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,cccupdatedate,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,7/5/2022,COMPLETE,MR282853,BKPN LLC,Dracut,MA,01826,42.667708,-71.241796,1274 Merrimack Street,,DRACUT,MA,01826,POINT (-71.275566 42.459085),POINT (-71.241795 42.6677079),1274 Merrimack Street,,DRACUT,MA,01826,84-2328124,MRN282853,Wed Apr 01 2020 14:16:28 GMT-0400 (Eastern Daylight Time),Wed Feb 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),Mon Oct 26 2020 14:41:26 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,,,Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 10 2019 15:46:50 GMT-0400 (Eastern Daylight Time),Tue Apr 07 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:32:22 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 26 2023 04:00:00 GMT-0400 (Eastern Daylight Time),1274 Merrimack Ave,N/A,Middlesex County,300,10000,01826,Dracut,Middlesex,42.459085,-71.275566,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,12/20/2022,COMPLETE,MR284569,Beacon Compassion Inc.,Boston,MA,02132,42.268318,-71.170384,1524 VFW Parkway,,West Roxbury,MA,02132,POINT (-71.073493 42.334948),POINT (-71.170383 42.2683180),12 Post Office Square,6th Floor,Boston,MA,02109,83-2057586,MRN284569,Wed Apr 27 2022 12:48:44 GMT-0400 (Eastern Daylight Time),Tue Feb 22 2022 10:55:59 GMT-0500 (Eastern Standard Time),,True,no,,,,,APPROVED,RP201902,,Not a DBE,,,Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 22 2022 15:22:12 GMT-0500 (Eastern Standard Time),Fri Apr 08 2022 09:48:37 GMT-0400 (Eastern Daylight Time),Thu May 12 2022 14:15:40 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat May 18 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1524 Vfw Pkwy,N/A,Suffolk County,1500,10000,02132,West Roxbury,Suffolk,42.334948,-71.073493,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,6/18/2020,COMPLETE,MR282522,Cultivate Holdings LLC,Framingham,MA,01702,42.298164,-71.404882,1764 Main Street,,Leicester,MA,01524,POINT (-71.275566 42.459085),POINT (-71.404882 42.298164),PO Box 245,,Leicester,MA,01527,82-3671586,MRN282522,Fri Aug 30 2019 19:41:27 GMT-0400 (Eastern Daylight Time),Tue Aug 20 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Jan 24 2020 16:37:24 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201845,RP201845,Not a DBE,,,Thu Apr 09 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Mar 26 2019 14:10:54 GMT-0400 (Eastern Daylight Time),Tue Sep 17 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:19:28 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),250 Worcester Rd,N/A,Middlesex County,300,10000,01702,Framingham,Middlesex,42.459085,-71.275566,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,3/5/2020,COMPLETE,MR281352,Pure Oasis LLC,Boston,MA,02121,42.309688,-71.082201,430 Blue Hill Ave,,Boston,MA,02121,POINT (-71.073493 42.334948),POINT (-71.082200 42.3096880),398 Columbus Ave,Suite 148,Boston,MA,02116,82-5029450,MRN281352,Thu Apr 11 2019 17:12:26 GMT-0400 (Eastern Daylight Time),Thu Mar 07 2019 00:00:00 GMT-0500 (Eastern Standard Time),Wed Jul 31 2019 15:34:58 GMT-0400 (Eastern Daylight Time),True,,,APPROVED,EE201868,EEA201868,,,,Not a DBE,,,Thu Feb 06 2020 03:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 30 2018 07:40:02 GMT-0400 (Eastern Daylight Time),Thu Apr 18 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 18 2019 09:31:40 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),430 Blue Hill Ave,N/A,Suffolk County,300,5000,02121,Boston,Suffolk,42.334948,-71.073493,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,5/15/2023,COMPLETE,MR281550,4bros Inc,Holyoke,MA,01040,42.192198,-72.617037,630 Beaulieu Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.617036 42.1921979),630 Beaulieu Street,,Holyoke,MA,01040,82-2287373,MRN281550,Tue Sep 15 2020 09:40:56 GMT-0400 (Eastern Daylight Time),Wed Sep 11 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Mar 26 2021 16:05:51 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Not a DBE,,,Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jun 05 2018 09:34:39 GMT-0400 (Eastern Daylight Time),Thu Sep 17 2020 10:56:12 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:10:20 GMT-0500 (Eastern Standard Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Dec 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),630 Beaulieu St,N/A,Hampden County,300,10000,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,2/11/2020,COMPLETE,MR281346,"Alternative Therapies Group, Inc.",Amesbury,MA,01913,42.845761,-70.922817,"24R Pleasant St, Unit 2",,Newburyport,MA,01950,POINT (-70.970827 42.635475),POINT (-70.922816 42.8457610),"24R Pleasant St, Unit 2",,Newburyport,MA,01950,46-2086314,MRN281346,Mon Jul 02 2018 09:32:23 GMT-0400 (Eastern Daylight Time),Thu May 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 26 2018 16:35:05 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201825,RPA201825,Not a DBE,,,Thu Dec 19 2019 03:00:00 GMT-0500 (Eastern Standard Time),Fri Apr 27 2018 16:15:34 GMT-0400 (Eastern Daylight Time),Thu Jul 05 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 26 2018 16:09:18 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 27 2023 04:00:00 GMT-0400 (Eastern Daylight Time),49 Macy St,N/A,Essex County,300,5000,01913,Amesbury,Essex,42.635475,-70.970827,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR281454,"Advesa MA, Inc.",Somerville,MA,02144,42.399594,-71.111853,690 Broadway,,Somerville,MA,02144,POINT (-71.275566 42.459085),POINT (-71.111852 42.399594),690 Broadway,,Somerville,MA,02144,84-3412899,MRN281454,Tue Mar 23 2021 20:43:49 GMT-0400 (Eastern Daylight Time),Tue Feb 16 2021 16:55:54 GMT-0500 (Eastern Standard Time),,True,yes,EE202234,APPROVED,EE202234,EE202234,,,,Not a DBE,,,,Sat May 19 2018 16:49:32 GMT-0400 (Eastern Daylight Time),Fri Mar 26 2021 10:31:49 GMT-0400 (Eastern Daylight Time),Thu May 13 2021 12:24:13 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),690 Broadway,N/A,Middlesex County,,5000,02144,Somerville,Middlesex,42.459085,-71.275566,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,3/20/2023,COMPLETE,MR284113,"Advesa MA, Inc.",Cambridge,MA,02141,42.372642,-71.093182,966 Cambridge St.,,Cambridge,MA,02141,POINT (-71.275566 42.459085),POINT (-71.093181 42.3726419),966 Cambridge St.,,Cambridge,MA,02141,84-3412899,MRN284113,Fri Apr 09 2021 14:43:58 GMT-0400 (Eastern Daylight Time),Tue Apr 06 2021 14:24:33 GMT-0400 (Eastern Daylight Time),,True,yes,EE202234,APPROVED,EE202234,EE202234,,,,Not a DBE,,,Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Feb 22 2021 09:15:23 GMT-0500 (Eastern Standard Time),Fri Apr 09 2021 11:11:07 GMT-0400 (Eastern Daylight Time),Thu May 13 2021 12:25:44 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),966 Cambridge St,N/A,Middlesex County,,5000,02141,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,12/11/2018,COMPLETE,MR281255,"Alternative Therapies Group, Inc.",Salem,MA,01970,42.52254,-70.911092,50 Grove St,,Salem,MA,01970,POINT (-70.970827 42.635475),POINT (-70.911091 42.5225399),"24R Pleasant St, Unit 2",,Newburyport,MA,01950,46-2086314,MRN281255,Mon Jul 23 2018 17:50:21 GMT-0400 (Eastern Daylight Time),Tue Jul 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 23 2018 16:43:07 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201825,RPA201825,Not a DBE,,,Tue Nov 20 2018 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 17 2018 14:02:10 GMT-0400 (Eastern Daylight Time),Mon Jul 30 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 23 2018 15:48:49 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 28 2023 04:00:00 GMT-0400 (Eastern Daylight Time),50 Grove St,N/A,Essex County,300,5000,01970,Salem,Essex,42.635475,-70.970827,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/11/2021,COMPLETE,MR283040,"Turning Leaf Centers Northampton, LLC",Northampton,MA,01060,42.33138,-72.633972,261 King Street,,Northampton,MA,01060,POINT (-72.62073 42.322256),POINT (-72.633972 42.3313800),PO Box 1328,,East Otis,MA,01029,00-1403270,MRN283040,Tue Jun 30 2020 13:02:34 GMT-0400 (Eastern Daylight Time),Wed Mar 04 2020 00:00:00 GMT-0500 (Eastern Standard Time),,False,,,,,,,,,Not a DBE,,,Thu Feb 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Oct 09 2019 14:56:14 GMT-0400 (Eastern Daylight Time),Tue Jul 07 2020 11:24:20 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:56:33 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 18 2023 04:00:00 GMT-0400 (Eastern Daylight Time),261 King St,N/A,Hampshire County,1500,10000,01060,Northampton,Hampshire,42.322256,-72.62073,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284489,Green Adventure LLC,Ware,MA,01082,42.260029,-72.243386,14 West Street,,Ware,MA,01082,POINT (-72.62073 42.322256),POINT (-72.243386 42.2600290),14 West Street,,Ware,MA,01082,87-2823276,MRN284489,Wed Jul 20 2022 13:40:01 GMT-0400 (Eastern Daylight Time),Tue Dec 21 2021 09:41:54 GMT-0500 (Eastern Standard Time),,False,no,,,,,,,,Not a DBE,,,,Wed Nov 10 2021 08:23:36 GMT-0500 (Eastern Standard Time),Mon Aug 08 2022 10:23:30 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 16:12:44 GMT-0400 (Eastern Daylight Time),Thu Dec 15 2022 03:00:00 GMT-0500 (Eastern Standard Time),Fri Dec 15 2023 03:00:00 GMT-0500 (Eastern Standard Time),14 West St,N/A,Hampshire County,1500,10000,01082,Ware,Hampshire,42.322256,-72.62073,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR281374,"KG Collective Brockton, LLC",Brockton,MA,02302,42.080734,-70.981833,1536 Tremont Street,,Boston,MA,02120,POINT (-70.818958 41.978877),POINT (-70.981832 42.080734),1536 Tremont Street,,Boston,MA,02120,84-2651712,MRN281374,Thu Aug 05 2021 21:14:32 GMT-0400 (Eastern Daylight Time),Tue Dec 31 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,yes,EE201965,APPROVED,EE201965,EE201965,,,,Not a DBE,,,,Wed May 02 2018 22:52:36 GMT-0400 (Eastern Daylight Time),Tue Aug 17 2021 13:47:28 GMT-0400 (Eastern Daylight Time),Thu Oct 14 2021 13:10:36 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 23 2023 03:00:00 GMT-0500 (Eastern Standard Time),912 Crescent St,N/A,Plymouth County,,5000,02302,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,8/5/2021,COMPLETE,MR282035,TYCA Green,Clinton,MA,01510,42.416402,-71.69003,470 Main St.,,Clinton,MA,01510,POINT (-71.840209 42.329642),POINT (-71.690029 42.4164019),470 Main St.,,Clinton,MA,01510,83-1534263,MRN282035,Fri Jan 03 2020 11:48:24 GMT-0500 (Eastern Standard Time),Mon Aug 05 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Feb 06 2020 11:02:10 GMT-0500 (Eastern Standard Time),False,,,,,,,,,Not a DBE,,,Thu Feb 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Thu Nov 08 2018 18:57:44 GMT-0500 (Eastern Standard Time),Fri Nov 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 15:45:56 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Mar 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),470 Main St,N/A,Worcester County,300,10000,01510,Clinton,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - Social Equity Participant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR283413,"Lovewell Provisions, LLC",Hubbardston,MA,01452,42.49019,-72.011972,56 Gardner rd.,Suite A,Hubbardston,MA,01452,POINT (-71.840209 42.329642),POINT (-72.011972 42.4901899),2 Pine St,,Bedford,MA,01730,85-0630551,MRN283413,Mon Dec 14 2020 23:29:48 GMT-0500 (Eastern Standard Time),Mon Jul 13 2020 16:31:15 GMT-0400 (Eastern Daylight Time),,False,yes,SE303555,,,,,,,Not a DBE,,,,Wed Apr 01 2020 01:56:16 GMT-0400 (Eastern Daylight Time),Thu Dec 17 2020 12:11:28 GMT-0500 (Eastern Standard Time),Thu Mar 11 2021 13:58:47 GMT-0500 (Eastern Standard Time),,,56 Gardner Rd,Suite A,Worcester County,,,01452,Hubbardston,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/16/2023,COMPLETE,MR283743,"Cannabro, LLC",Southbridge,MA,01550,42.075693,-72.035137,345 Main Street,,Southbridge,MA,01550,POINT (-71.840209 42.329642),POINT (-72.035137 42.0756930),345 Main Street,,Southbridge,MA,01550,85-0507062,MRN283743,Wed Sep 02 2020 12:12:14 GMT-0400 (Eastern Daylight Time),Tue Sep 01 2020 13:42:27 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Not a DBE,,,Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri Aug 21 2020 15:16:58 GMT-0400 (Eastern Daylight Time),Thu Sep 03 2020 09:44:28 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:15:33 GMT-0500 (Eastern Standard Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),345 Main St,N/A,Worcester County,1500,10000,01550,Southbridge,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283027,"Agricultural Healing, Inc.",Fall River,MA,02721,41.69154,-71.146247,278 Scranton Avenue,,Falmouth,MA,02540,POINT (-71.102131 41.778329),POINT (-71.146247 41.6915400),278 Scranton Avenue,,Falmouth,MA,02540,83-0575651,MRN283027,Mon Mar 30 2020 16:14:03 GMT-0400 (Eastern Daylight Time),Wed Mar 04 2020 00:00:00 GMT-0500 (Eastern Standard Time),,False,,,,,,,,,Not a DBE,,,,Wed Oct 02 2019 14:08:43 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 14:14:43 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:11:58 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Feb 19 2024 03:00:00 GMT-0500 (Eastern Standard Time),1 Lewiston St,N/A,Bristol County,1500,10000,02721,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,12/29/2022,COMPLETE,MR283773,"Cypress Tree Management Natick, Inc.",Natick,MA,01760,42.303941,-71.379502,419 BOYLSTON STREET,300,Boston,MA,02116,POINT (-71.275566 42.459085),POINT (-71.379502 42.3039410),419 BOYLSTON STREET,300,Boston,MA,02116,87-0752412,MRN283773,Fri Apr 23 2021 14:58:17 GMT-0400 (Eastern Daylight Time),Fri Apr 23 2021 08:36:14 GMT-0400 (Eastern Daylight Time),Thu Feb 24 2022 11:52:46 GMT-0500 (Eastern Standard Time),False,no,,,,,,,,Not a DBE,,,Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Thu Sep 10 2020 11:07:51 GMT-0400 (Eastern Daylight Time),Fri May 07 2021 10:06:13 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 13:58:17 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),321 Speen St,N/A,Middlesex County,1500,10000,01760,Natick,Middlesex,42.459085,-71.275566,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,12/8/2021,COMPLETE,MR282881,Frozen 4 Corporatioon,Marshfield,MA,02050,42.10628,-70.758619,618 Columbia Road,,Dorchester,MA,02125,POINT (-70.818958 41.978877),POINT (-70.758618 42.1062799),8 Bayridge Lane,,Duxbury,MA,02332,83-2341577,MRN282881,Thu Mar 12 2020 15:10:52 GMT-0400 (Eastern Daylight Time),Fri Feb 07 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri Jun 05 2020 14:06:54 GMT-0400 (Eastern Daylight Time),True,,,,,EEA201955,,,,Not a DBE,,,Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jul 22 2019 14:25:27 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:13:00 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),985 Plain St,N/A,Plymouth County,300,5000,02050,Marshfield,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - Economic Empowerment Priority,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284031,I & I Rose Garden LLC,Boston,MA,02131,42.286707,-71.130041,22 Birch Street,,Roslindale,MA,02131,POINT (-71.073493 42.334948),POINT (-71.130041 42.286707),182 Poplar St.,,Roslindale,MA,02131,85-1790679,MRN284031,Wed Sep 07 2022 18:32:11 GMT-0400 (Eastern Daylight Time),Fri Jan 07 2022 09:25:14 GMT-0500 (Eastern Standard Time),,True,yes,EE201827,APPROVED,EE201827,EE201827,,,,Minority-Owned Business | Woman-Owned Business,,,,Thu Jan 14 2021 21:42:42 GMT-0500 (Eastern Standard Time),Fri Oct 07 2022 11:40:20 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 12:42:30 GMT-0500 (Eastern Standard Time),,,22 Birch St,N/A,Suffolk County,,,02131,Roslindale,Suffolk,42.334948,-71.073493,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/11/2022,COMPLETE,MR284013,Erba C3 Dorchester LLC,Boston,MA,02122,42.306557,-71.057961,43 Freeport Street,,Boston,MA,02122,POINT (-71.073493 42.334948),POINT (-71.057961 42.3065569),2082 S. State Street,,Ann Arbor,MI,48104,84-4723515,MRN284013,Wed Mar 31 2021 13:26:01 GMT-0400 (Eastern Daylight Time),Mon Feb 22 2021 09:16:17 GMT-0500 (Eastern Standard Time),,False,no,,,,,,,,Not a DBE,,,Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 07 2021 11:47:48 GMT-0500 (Eastern Standard Time),Fri Apr 09 2021 11:44:37 GMT-0400 (Eastern Daylight Time),Thu May 13 2021 12:27:46 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),43 Freeport St,N/A,Suffolk County,1500,10000,02122,Boston,Suffolk,42.334948,-71.073493,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR281971,"Wellness Connection of MA, Inc",Revere,MA,02151,42.403165,-71.00738,44 Railroad Street,,Revere,MA,02151,POINT (-71.073493 42.334948),POINT (-71.007379 42.4031650),44 Railroad Street,,Revere,MA,02151,47-4380834,MRN281971,Mon Oct 26 2020 22:28:56 GMT-0400 (Eastern Daylight Time),Wed Oct 21 2020 14:10:03 GMT-0400 (Eastern Daylight Time),Wed Jan 20 2021 12:18:43 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201942,RP201942,Not a DBE,,,,Mon Oct 15 2018 17:43:48 GMT-0400 (Eastern Daylight Time),Thu Oct 29 2020 11:45:05 GMT-0400 (Eastern Daylight Time),Thu Jan 14 2021 15:51:16 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),44 Railroad St,N/A,Suffolk County,1500,10000,02151,Revere,Suffolk,42.334948,-71.073493,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - Two or More,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284542,Ember Gardens Cape Cod LLC,Orleans,MA,02653,41.793169,-69.984616,41 Route 6A,,Orleans,MA,02653,POINT (-70.301811 41.698999),POINT (-69.984616 41.7931689),254 Newhill Avenue,,Somerset,MA,02726,86-2585894,MRN284542,Wed Feb 16 2022 13:24:05 GMT-0500 (Eastern Standard Time),Tue Feb 08 2022 13:57:54 GMT-0500 (Eastern Standard Time),Tue Jul 05 2022 13:48:36 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Wed Dec 22 2021 12:31:25 GMT-0500 (Eastern Standard Time),Fri Mar 04 2022 09:13:40 GMT-0500 (Eastern Standard Time),Thu May 12 2022 14:10:00 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),41 State Rte 6A,N/A,Barnstable County,1500,10000,02653,Orleans,Barnstable,41.698999,-70.301811,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
