application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,ccclastupdated,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,11/17/2022,COMPLETE,MR284547,Elevated Roots II LLC,Halifax,2338.0,,,319 Monponsett Street,,Halifax,MA,2338,POINT (-70.818958 41.978877),POINT (-70.844089 41.9967770),319 Monponsett Street,,Halifax,MA,2338,87-3372445,MRN284547,Fri Mar 04 2022 13:03:24 GMT-0500 (Eastern Standard Time),Fri Jan 07 2022 12:51:10 GMT-0500 (Eastern Standard Time),Thu Jul 28 2022 16:22:33 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Dec 28 2021 12:36:32 GMT-0500 (Eastern Standard Time),Fri Mar 11 2022 09:19:03 GMT-0500 (Eastern Standard Time),Thu May 12 2022 14:12:50 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jul 28 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2338.0,Halifax,Plymouth,41.978877,-70.818958,Southeast and Cape,1/29/2024,,MA,41.996777,-70.84409,,Elevated Roots II LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,2/4/2021,COMPLETE,MR281426,"Health Circle, Inc.",Rockland,2370.0,,,21 Commerce Road,,Rockland,MA,2370,POINT (-70.818958 41.978877),POINT (-70.902398 42.164783),44 Amys Way,,Scitute,MA,2066,47-4634005,MRN281426,Wed Dec 12 2018 11:09:55 GMT-0500 (Eastern Standard Time),Wed Dec 05 2018 00:00:00 GMT-0500 (Eastern Standard Time),Fri Jul 19 2019 09:48:20 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201911,RP201911,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Tue May 15 2018 14:44:03 GMT-0400 (Eastern Daylight Time),Fri Dec 21 2018 00:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 29 2019 11:52:00 GMT-0400 (Eastern Daylight Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,2370.0,Rockland,Plymouth,41.978877,-70.818958,Southeast and Cape,1/29/2024,,MA,42.164783,-70.902398,,"Health Circle, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284775,Aro 31 LLC,Marblehead,1945.0,,,222 Beacon Street,,Marblehead,MA,1945,POINT (-70.970827 42.635475),POINT (-70.858669 42.5136880),243 Green Street,,Marblehead,MA,1945,86-2014877,MRN284775,Wed Sep 20 2023 13:52:21 GMT-0400 (Eastern Daylight Time),Tue Jan 17 2023 12:04:26 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Thu Sep 29 2022 14:06:36 GMT-0400 (Eastern Daylight Time),Fri Oct 20 2023 09:56:06 GMT-0400 (Eastern Daylight Time),Thu Jan 11 2024 12:37:46 GMT-0500 (Eastern Standard Time),,,1500.0,,1945.0,Marblehead,Essex,42.635475,-70.970827,Northeast,1/29/2024,Unit 2 and 3,MA,42.513688,-70.858669,,Aro 31 LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,2/10/2023,COMPLETE,MR283714,"Thrive Cultivation & Dispensary, LLC",Shirley,1464.0,,,53 Midland Drive,,Waltham,MA,2451,POINT (-71.275566 42.459085),POINT (-71.664574 42.530338),53 Midland Drive,,Waltham,MA,2451,84-3572060,MRN283714,Fri Dec 11 2020 14:10:55 GMT-0500 (Eastern Standard Time),Tue Dec 08 2020 12:50:10 GMT-0500 (Eastern Standard Time),Thu Jun 10 2021 10:10:35 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Fri Jul 31 2020 17:37:33 GMT-0400 (Eastern Daylight Time),Thu Dec 17 2020 12:10:38 GMT-0500 (Eastern Standard Time),Thu Mar 11 2021 14:09:09 GMT-0500 (Eastern Standard Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1464.0,Shirley,Middlesex,42.459085,-71.275566,Central MA,1/29/2024,(FKA 130 Lancaster Road),MA,42.530338,-71.664574,,"Thrive Cultivation & Dispensary, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,6/18/2020,COMPLETE,MR282522,Cultivate Holdings LLC,Framingham,1702.0,,,1764 Main Street,,Leicester,MA,1524,POINT (-71.275566 42.459085),POINT (-71.404882 42.298164),PO Box 245,,Leicester,MA,1527,82-3671586,MRN282522,Fri Aug 30 2019 19:41:27 GMT-0400 (Eastern Daylight Time),Tue Aug 20 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Jan 24 2020 16:37:24 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201845,RP201845,Not a DBE,,,Thu Apr 09 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Mar 26 2019 14:10:54 GMT-0400 (Eastern Daylight Time),Tue Sep 17 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:19:28 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1702.0,Framingham,Middlesex,42.459085,-71.275566,Central MA,1/29/2024,,MA,42.298164,-71.404882,,Cultivate Holdings LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,6/12/2020,COMPLETE,MR281571,"Ipswich Pharmaceutical Associates, Inc.",Rowley,1969.0,,,116 Newburyport Turnpike,,Rowley,MA,1969,POINT (-70.970827 42.635475),POINT (-70.911295 42.7008709),53 Town Farm Road,,Ipswich,MA,1938,90-1007354,MRN281571,Fri May 24 2019 15:40:47 GMT-0400 (Eastern Daylight Time),Tue Oct 16 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 20 2019 12:24:52 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201928,RPA201928,Disability-Owned Business | Veteran-Owned Business,,,Thu Feb 06 2020 03:00:00 GMT-0500 (Eastern Standard Time),Fri Jun 08 2018 15:47:52 GMT-0400 (Eastern Daylight Time),Fri Jun 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 09 2019 11:40:42 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Oct 21 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1969.0,Rowley,Essex,42.635475,-70.970827,Northeast,1/29/2024,,MA,42.700871,-70.911296,,"Ipswich Pharmaceutical Associates, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,2/13/2023,COMPLETE,MR284181,KG Collective LLC,Cambridge,2138.0,,,1536 Tremont St,,Boston,MA,2120,POINT (-71.275566 42.459085),POINT (-71.149512 42.374955),1536 Tremont St,,Boston,MA,2120,82-5066736,MRN284181,Thu Apr 15 2021 13:35:56 GMT-0400 (Eastern Daylight Time),Wed Mar 31 2021 10:17:42 GMT-0400 (Eastern Daylight Time),,True,yes,EE201965,APPROVED,EE201965,EE201965,,,,Not a DBE,,,Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Mar 22 2021 19:44:27 GMT-0400 (Eastern Daylight Time),Fri Apr 30 2021 09:45:33 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 11:05:40 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 09 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2138.0,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,1/29/2024,,MA,42.374955,-71.149512,,KG Collective LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/9/2021,COMPLETE,MR282669,"Nature's Embrace, Inc.",Brockton,2302.0,,,221 Oak Street,Box 148,Brockton,MA,2301,POINT (-70.818958 41.978877),POINT (-70.987992 42.0862059),221 Oak Street,Box 148,Brockton,MA,2301,83-1955652,MRN282669,Mon Jan 06 2020 14:54:40 GMT-0500 (Eastern Standard Time),Tue Nov 12 2019 00:00:00 GMT-0500 (Eastern Standard Time),Sun May 17 2020 08:56:37 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed May 01 2019 13:14:20 GMT-0400 (Eastern Daylight Time),Thu Feb 27 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 14:21:33 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2302.0,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,1/29/2024,,MA,42.086206,-70.987992,,"Nature's Embrace, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,6/12/2020,COMPLETE,MR281967,"Berkshire Welco, LLC",Sheffield,1257.0,,,264 Main St.,3rd Floor,Great Barrington,MA,1230,POINT (-73.209889 42.396128),POINT (-73.363136 42.1435730),264 Main St.,3rd Floor,Great Barrington,MA,1230,82-4943268,MRN281967,Tue Dec 03 2019 13:20:53 GMT-0500 (Eastern Standard Time),Wed May 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Jan 15 2020 20:43:16 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Not a DBE,,,Thu Mar 05 2020 03:00:00 GMT-0500 (Eastern Standard Time),Sun Oct 14 2018 22:50:52 GMT-0400 (Eastern Daylight Time),Fri Nov 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:24:20 GMT-0500 (Eastern Standard Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Tue Feb 04 2025 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1257.0,Sheffield,Berkshire,42.396128,-73.209889,Western MA,1/29/2024,,MA,42.143573,-73.363137,,"Berkshire Welco, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR283295,Mint Retail Facilities LLC,Belmont,2478.0,,,768 Pleasant Street,,Belmont,MA,2478,POINT (-71.275566 42.459085),POINT (-71.182265 42.3926080),21001 N. Tatum Blvd.,#1630-486,Phoenix,AZ,85050,84-4813265,MRN283295,Mon Mar 08 2021 19:55:38 GMT-0500 (Eastern Standard Time),Fri Jan 22 2021 15:26:06 GMT-0500 (Eastern Standard Time),Fri Jul 23 2021 15:38:09 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,,Thu Feb 20 2020 13:50:38 GMT-0500 (Eastern Standard Time),Fri Apr 09 2021 11:08:47 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:38:14 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Dec 14 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2478.0,Belmont,Middlesex,42.459085,-71.275566,Northeast,1/29/2024,,MA,42.392608,-71.182266,,Mint Retail Facilities LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,12/2/2022,COMPLETE,MR282206,"Coastal Healing, Inc.",Westport,2790.0,,,248 State Road,,Westport,MA,2790,POINT (-71.102131 41.778329),POINT (-71.103795 41.6731279),1942 Crandall Road,,Tiverton,RI,2878,84-2687547,MRN282206,Sat Nov 06 2021 09:30:29 GMT-0400 (Eastern Daylight Time),Fri Sep 24 2021 11:07:18 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Dec 19 2018 10:10:13 GMT-0500 (Eastern Standard Time),Mon Nov 15 2021 15:49:21 GMT-0500 (Eastern Standard Time),Mon Feb 14 2022 16:15:01 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 23 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2790.0,Westport,Bristol,41.778329,-71.102131,Southeast and Cape,1/29/2024,,MA,41.673128,-71.103795,,"Coastal Healing, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/30/2022,COMPLETE,MR282313,"Union Twist, Inc.",Framingham,1702.0,,,630 Worcester Road,,Framingham,MA,1702,POINT (-71.275566 42.459085),POINT (-71.422601 42.2978450),"One International Place, Suite 3700",C/O Prince Lobel Tye LLP,Boston,MA,2110,83-3883936,MRN282313,Wed May 27 2020 15:47:20 GMT-0400 (Eastern Daylight Time),Mon Mar 09 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,,,Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 20 2019 18:45:17 GMT-0500 (Eastern Standard Time),Mon Jun 29 2020 07:28:02 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:58:41 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 18 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1702.0,Framingham,Middlesex,42.459085,-71.275566,Central MA,1/29/2024,,MA,42.297845,-71.422601,,"Union Twist, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR283165,Ten-Ten LLC,Sheffield,1257.0,,,775 N. Main St,,Sheffield,MA,1257,POINT (-73.209889 42.396128),POINT (-73.361320 42.1256369),54 Nelson Ave Ext,,Saratoga Springs,NY,12866,83-1989850,MRN283165,Thu Apr 16 2020 15:12:15 GMT-0400 (Eastern Daylight Time),Fri Apr 03 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 27 2020 16:08:15 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,,Wed Dec 04 2019 20:04:02 GMT-0500 (Eastern Standard Time),Tue May 26 2020 14:18:08 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:52:01 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 27 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1257.0,Sheffield,Berkshire,42.396128,-73.209889,Western MA,1/29/2024,,MA,42.125637,-73.36132,,Ten-Ten LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR282687,Kalyx LLC,Belchertown,1007.0,,,125 North Main Street,,Belchertown,MA,1007,POINT (-72.62073 42.322256),POINT (-72.407494 42.2877889),281 State St,,Springfield,MA,1103,83-4516431,MRN282687,Wed Nov 24 2021 16:16:13 GMT-0500 (Eastern Standard Time),Thu Feb 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Mon May 06 2019 15:56:28 GMT-0400 (Eastern Daylight Time),Fri Dec 03 2021 11:22:57 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 12:47:35 GMT-0400 (Eastern Daylight Time),,,300.0,,1007.0,Belchertown,Hampshire,42.322256,-72.62073,Western MA,1/29/2024,,MA,42.287789,-72.407494,,Kalyx LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,10/17/2022,COMPLETE,MR284228,Hadleaf Holistic Greens Dispensary LLC.,Hadley,1035.0,,,251 Russell St.,,Hadley,MA,1035,POINT (-72.62073 42.322256),POINT (-72.569688 42.3481099),251 Russell St.,,Hadley,MA,1035,84-4079697,MRN284228,Thu Jan 13 2022 11:42:45 GMT-0500 (Eastern Standard Time),Tue Nov 09 2021 14:24:42 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Apr 30 2021 14:38:50 GMT-0400 (Eastern Daylight Time),Fri Jan 14 2022 11:38:54 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:54:01 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 21 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1035.0,Hadley,Hampshire,42.322256,-72.62073,Western MA,1/29/2024,,MA,42.34811,-72.569689,,Hadleaf Holistic Greens Dispensary LLC.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,6/5/2020,COMPLETE,MR282376,TDMA LLC,Worcester,1604.0,,,74 Grafton St,,Worcester,MA,1604,POINT (-71.840209 42.329642),POINT (-71.794023 42.2592070),305 SE 3rd Ave,Ste 203,Portland,OR,97214,83-1658023,MRN282376,Thu Apr 18 2019 12:38:14 GMT-0400 (Eastern Daylight Time),Tue Mar 19 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Oct 15 2019 16:40:36 GMT-0400 (Eastern Daylight Time),True,,,,,,,,RPA201948,Not a DBE,,,Thu Apr 09 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Feb 07 2019 10:28:27 GMT-0500 (Eastern Standard Time),Thu Sep 19 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 10 2019 13:15:10 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Dec 18 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,1604.0,Worcester,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.259207,-71.794024,,TDMA LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,5/26/2020,COMPLETE,MR281327,Haverhill Stem LLC,Haverhill,1832.0,,,124 Washington St.,,Haverhill,MA,1830,POINT (-70.970827 42.635475),POINT (-71.085691 42.7725450),25 Bradfields Dr.,,Haverhill,MA,1830,82-5176376,MRN281327,Mon Jul 22 2019 13:42:16 GMT-0400 (Eastern Daylight Time),Thu Apr 11 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Nov 27 2019 10:22:47 GMT-0500 (Eastern Standard Time),True,,,APPROVED,EE202084,EE202084,,,,Not a DBE,,,Thu Apr 09 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 25 2018 19:24:15 GMT-0400 (Eastern Daylight Time),Wed Jul 24 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 10 2019 12:43:26 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 27 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,1832.0,Haverhill,Essex,42.635475,-70.970827,Northeast,1/29/2024,,MA,42.772545,-71.085692,,Haverhill Stem LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR283208,"Calverde Naturals, LLC",Marlborough,1752.0,,,219-237 Boston Post Road West,,Marlborough,MA,1752,POINT (-71.275566 42.459085),POINT (-71.591448 42.3388399),10 Briarwood Lane,,WInchester,MA,1890,84-1907300,MRN283208,Mon Sep 21 2020 10:36:53 GMT-0400 (Eastern Daylight Time),Tue Sep 08 2020 08:54:54 GMT-0400 (Eastern Daylight Time),Thu Apr 01 2021 11:11:34 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Woman-Owned Business,,,,Mon Dec 30 2019 10:00:55 GMT-0500 (Eastern Standard Time),Thu Sep 24 2020 07:55:41 GMT-0400 (Eastern Daylight Time),Thu Jan 14 2021 15:24:01 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 01 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1752.0,Marlborough,Middlesex,42.459085,-71.275566,Central MA,1/29/2024,,MA,42.33884,-71.591449,,"Calverde Naturals, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR281755,Fairway Botanicals Inc.,Boston,2131.0,,,882-884 South St,,Roslindale,MA,2131,POINT (-71.073493 42.334948),POINT (-71.134319 42.2885879),16 Fairview St,,Roslindale,MA,2131,83-3656519,MRN281755,Wed May 25 2022 11:32:06 GMT-0400 (Eastern Daylight Time),Wed May 05 2021 11:44:28 GMT-0400 (Eastern Daylight Time),Tue Aug 02 2022 07:08:06 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,,Sat Jul 28 2018 21:38:26 GMT-0400 (Eastern Daylight Time),Fri Jun 10 2022 10:59:22 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 12:04:54 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 02 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2131.0,Roslindale,Suffolk,42.334948,-71.073493,,1/29/2024,,MA,42.288588,-71.134319,,Fairway Botanicals Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,1/15/2020,COMPLETE,MR282052,Curaleaf Massachusetts Inc,Provincetown,2657.0,,,170 Commercial Street,Unit 3,Provincetown,MA,2657,POINT (-70.301811 41.698999),POINT (-70.190158 42.047843),2001 Washington Street,Unit B,Hanover,MA,2339,46-3428628,MRN282052,Wed May 01 2019 15:21:39 GMT-0400 (Eastern Daylight Time),Wed Dec 05 2018 00:00:00 GMT-0500 (Eastern Standard Time),Tue Sep 17 2019 23:31:26 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201882,RPA201882,Not a DBE,,,Thu Dec 19 2019 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 14 2018 20:30:50 GMT-0500 (Eastern Standard Time),Fri Jun 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Sep 13 2019 1,,,,,,,,,,,,,,,,,Curaleaf Massachusetts Inc,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
