business_legal_name,license_type,license_status,address,details_url,license_number,issue_date,expiration_date,business_owner_name,business_email,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,business_image_url,business_website,business_phone,id,business_dba_name,data_refreshed_date
HIGHER LIVING CANNABIS FARMING CO LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,4/20/2023,4/5/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,HIGHER LIVING CANNABIS FARMING CO LLC,2024-02-06T00:46:51.386169
Kustom Cannabis LLC,Cannabis Retailer,Active,"500 Wheeler Ave., Texico, NM, 88135",,CCD-2023-0341-001,8/8/2023,8/7/2024,"Drewie Little, Justin Minshew, Drewie Little",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0341-001,Kustom Cannabis LLC,2024-02-06T00:46:51.386169
Illicit Indulgence LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,4/20/2023,4/19/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Illicit Indulgence LLC,2024-02-06T00:46:51.386169
Big Ranch Retail,Cannabis Retailer,Active,"115 N Silver Ave, Deming, NM, 88030",,CCD-2023-0276-001,6/20/2023,6/19/2024,Leo Aviles,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0276-001,Big Ranch Retail,2024-02-06T00:46:51.386169
First Class Cannabis,Cannabis Retailer,Active,"4711 Central Ave NW, Albuquerque, NM, 87105",,CCD-2023-0207-001,5/1/2023,4/30/2024,"Damian Torrez, Damian Torrez",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0207-001,First Class Cannabis,2024-02-06T00:46:51.386169
KD's Dispensary,Cannabis Retailer,Active,"603 South First Street, Clayton, NM, 88415",,CCD-2023-0254-001,6/1/2023,5/31/2024,Debbie Jesko,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0254-001,KD's Dispensary,2024-02-06T00:46:51.386169
El Lumbre Farms LLC,Cannabis Retailer,Active,"215 Highway 82, Alamogordo, NM, 88310",,CCD-2023-0154-001,4/11/2023,4/10/2024,Douglas Dalton,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0154-001,El Lumbre Farms LLC,2024-02-06T00:46:51.386169
Dylan Blake Tollefson Zimmerman,Cannabis Retailer,Active,{FullAddress},,Premises License,4/20/2023,4/19/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Dylan Blake Tollefson Zimmerman,2024-02-06T00:46:51.386169
Rio Grande Farmaceuticals LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,1/14/2022,1/14/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Rio Grande Farmaceuticals LLC,2024-02-06T00:46:51.386169
Top Shelf Dispo,Cannabis Retailer,Active,"2606 S Main St Suite C, Roswell, NM, 88203",,CCD-2023-0275-001,6/15/2023,6/14/2024,Jajezlo Allen,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0275-001,Top Shelf Dispo,2024-02-06T00:46:51.386169
WeedMart LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,5/3/2023,4/10/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,WeedMart LLC,2024-02-06T00:46:51.386169
Higher Expectations LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,4/24/2023,4/19/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Higher Expectations LLC,2024-02-06T00:46:51.386169
The Trident Cannabis Company LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,4/19/2023,3/12/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,The Trident Cannabis Company LLC,2024-02-06T00:46:51.386169
Best Buds,Cannabis Retailer,Active,"1 Clauss Pl, Tijeras, NM, 87059",,Premises License,7/7/2022,7/7/2024,"Donald Childs, Samuel Grazier",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Best Buds,2024-02-06T00:46:51.386169
"Lifted, A Fine Cannabis Boutique, LLC",Cannabis Retailer,Active,{FullAddress},,Premises License,11/29/2022,11/29/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Lifted, A Fine Cannabis Boutique, LLC",2024-02-06T00:46:51.386169
"Sackz, LLC",Cannabis Retailer,Active,{FullAddress},,Premises License,6/28/2023,6/26/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Sackz, LLC",2024-02-06T00:46:51.386169
Berna-Leño Inc.,Cannabis Retailer,Active,{FullAddress},,Premises License,5/1/2023,4/30/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Berna-Leño Inc.,2024-02-06T00:46:51.386169
"Monster House Smoke, LLC",Cannabis Retailer,Active,"301 N Solano Dr, #8, Las Cruces, NM, 88001",,CCD-2022-0628-001,7/15/2022,7/15/2024,"Maggie Marble, Marc Splawn Sr, Maggie Marble, Maggie Marble",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0628-001,"Monster House Smoke, LLC",2024-02-06T00:46:51.386169
"Monster House Smoke, LLC",Cannabis Retailer,Active,"1275 W Picacho Ave #1, Las Cruces, NM, 88007",,CCD-2022-0628-002,7/15/2022,7/15/2024,"Maggie Marble, Marc Splawn Sr, Maggie Marble, Maggie Marble",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0628-002,"Monster House Smoke, LLC",2024-02-06T00:46:51.386169
"Monster House Smoke, LLC",Cannabis Retailer,Active,"412 Mechem Dr, Ruidoso, NM, 88035",,CCD-2022-0628-003,7/15/2022,7/15/2024,"Maggie Marble, Marc Splawn Sr, Maggie Marble, Maggie Marble",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0628-003,"Monster House Smoke, LLC",2024-02-06T00:46:51.386169
DELUXE AVE LLC,Cannabis Retailer,Active,"2715 2ND ST NW, Albuquerque, NM, 87107",,CCD-2023-0320-001,7/26/2023,7/25/2024,Maria Chavez Morales,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0320-001,DELUXE AVE LLC,2024-02-06T00:46:51.386169
MAJOR LIFE LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,6/20/2023,6/19/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,MAJOR LIFE LLC,2024-02-06T00:46:51.386169
"Overgrown, LLC",Cannabis Retailer,Active,"1301 Rio Grande Blvd NW Suite 2, Albuquerque, NM, 87104",,CCD-2023-0408-001,10/4/2023,10/3/2024,"Brandon Heckman, James Torres, Lawrence Cumiford",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0408-001,"Overgrown, LLC",2024-02-06T00:46:51.386169
Joint Venture LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,9/29/2023,8/31/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Joint Venture LLC,2024-02-06T00:46:51.386169
"3 Wise Kings Organics, LLC",Cannabis Retailer,Active,{FullAddress},,Premises License,6/6/2023,6/5/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"3 Wise Kings Organics, LLC",2024-02-06T00:46:51.386169
Harvest Moon Cannabis LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,7/26/2023,7/18/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Harvest Moon Cannabis LLC,2024-02-06T00:46:51.386169
"CannaCulture Grow Company ,LLC",Cannabis Retailer,Active,"206 S Miller, Farmington, NM, 87401",,CCD-2023-0278-001,6/20/2023,6/19/2024,Grady Williams,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0278-001,"CannaCulture Grow Company ,LLC",2024-02-06T00:46:51.386169
Fly High Cannabis LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,5/17/2023,5/16/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Fly High Cannabis LLC,2024-02-06T00:46:51.386169
San Isidro Farm LLC,Cannabis Retailer,Active,"41 Charlotte Rd, Tijeras, NM, 87059",,Premises License,6/9/2022,6/9/2024,"Francisco Sanchez, Jenny Sanchez",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,San Isidro Farm LLC,2024-02-06T00:46:51.386169
High Desert Frost,Cannabis Retailer,Active,"928 COAL AVE SW, ALBUQUERQUE, NM, 87102",,Premises License,11/17/2022,11/17/2024,"HERBERT CERVANTES, PATRICK THUNDER, RIAN MCCOY",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,High Desert Frost,2024-02-06T00:46:51.386169
Taima Horticulture Collective LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,5/26/2022,5/26/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Taima Horticulture Collective LLC,2024-02-06T00:46:51.386169
Zia Science LLC,Cannabis Retailer,Active,"3312 Stanford Dr NE, Suite 2A, Albuquerque, NM, 87107",,Premises License,3/2/2022,3/2/2024,"Nicholas Wagner, Tommy Swanson",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Zia Science LLC,2024-02-06T00:46:51.386169
Pollo Real LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,6/20/2023,6/19/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Pollo Real LLC,2024-02-06T00:46:51.386169
Dispensary Near Me NM,Cannabis Retailer,Active,"124B Manzanares Ave, Socorro, NM, 87801",,CCD-2023-0287-001,6/26/2023,6/25/2024,Trevor Donaldson,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0287-001,Dispensary Near Me NM,2024-02-06T00:46:51.386169
Treehouse Cannabis LLC,Cannabis Retailer,Active,"830 W Avenue D, Lovington, NM, 88260",,CCD-2023-0307-001,7/11/2023,7/10/2024,Miguel Trevizo,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0307-001,Treehouse Cannabis LLC,2024-02-06T00:46:51.386169
Smokin' Joe's LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,6/28/2023,6/27/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Smokin' Joe's LLC,2024-02-06T00:46:51.386169
Hot Springs Cannabis LLC,Cannabis Retailer,Active,"412 Date St, T or C, NM, 87901",,CCD-2023-0364-001,8/28/2023,8/27/2024,FREDDIE BIERNER,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0364-001,Hot Springs Cannabis LLC,2024-02-06T00:46:51.386169
NM Altitude LLC,Cannabis Retailer,Active,"1100 State Highway 528 NE Suite A NE, Rio Rancho, New Mexico, 87144",,Premises License,1/14/2022,1/14/2025,"Joseph Padilla, Sharon Padilla, Jeremy Padilla",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,NM Altitude LLC,2024-02-06T00:46:51.386169
NM Altitude LLC,Cannabis Retailer,Active,"1100 State Highway 528 NE Suite A NE, Rio Rancho, New Mexico, 87144",,Premises License,1/14/2022,1/14/2025,"Joseph Padilla, Sharon Padilla, Jeremy Padilla",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,NM Altitude LLC,2024-02-06T00:46:51.386169
ERB holdings LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,7/5/2023,7/4/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,ERB holdings LLC,2024-02-06T00:46:51.386169
Forsaken LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,7/6/2023,7/5/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Forsaken LLC,2024-02-06T00:46:51.386169
TCLC,Cannabis Retailer,Active,{FullAddress},,Premises License,6/28/2023,6/7/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,TCLC,2024-02-06T00:46:51.386169
Road Runner Pharms,Cannabis Retailer,Active,"980 Highway 550, Bernalillo, NM, 87004",,CCD-2023-0370-001,8/29/2023,8/28/2024,Glenn Garcia,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0370-001,Road Runner Pharms,2024-02-06T00:46:51.386169
Alas de Angel LLC,Cannabis Retailer,Active,"10803 Edith BLVD NE, Albuquerque, NM, 87113",,Premises License,4/4/2022,4/4/2024,Elizabeth Eaves,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Alas de Angel LLC,2024-02-06T00:46:51.386169
My Stash,Cannabis Retailer,Active,"NM-264 #491, Yah Ta Hey, NM, 87375",,CCD-2023-0451-001,11/9/2023,11/8/2024,Ziad Batikh,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0451-001,My Stash,2024-02-06T00:46:51.386169
"Boxcar Farms, LLC",Cannabis Retailer,Active,{FullAddress},,Premises License,6/20/2023,6/19/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Boxcar Farms, LLC",2024-02-06T00:46:51.386169
Golden State Reserve LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,8/8/2023,8/7/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Golden State Reserve LLC,2024-02-06T00:46:51.386169
Paisaje Verde INC,Cannabis Retailer,Active,{FullAddress},,Premises License,5/25/2022,5/25/2024,Troy Baillio,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Paisaje Verde INC,2024-02-06T00:46:51.386169
"Process Management Controls, LLC",Cannabis Retailer,Active,"3106 East Greene Street, Carlsbad, NM, 88220",,CCD-2023-0222-001,5/10/2023,5/9/2024,"Kelly Laird, Scott Bierle",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0222-001,"Process Management Controls, LLC",2024-02-06T00:46:51.386169
Amnesia Dispensary and Accessories LLC,Cannabis Retailer,Active,"2723 San Mateo NE, Albuquerque, NM, 87110",,CCD-2022-0834-001,10/4/2022,10/4/2024,Julieta Neas,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0834-001,Amnesia Dispensary and Accessories LLC,2024-02-06T00:46:51.386169
COUTH FARMS LLC,Cannabis Retailer,Active,"118 Anthony Dr, Anthony, NM, 88021",,Premises License,4/9/2022,4/9/2024,"Martha Flores, Oscar Bernal, Sergio Serna, Martha Flores, Emmanuel Flores",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,COUTH FARMS LLC,2024-02-06T00:46:51.386169
Bubbas Buds LLC,Cannabis Retailer,Active,"19514HWY 314, BELEN, NM, 87002",,Premises License,3/23/2022,3/23/2024,"Christopher Clifton, Perla Clifton",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Bubbas Buds LLC,2024-02-06T00:46:51.386169
Pendejadas Inc,Cannabis Retailer,Active,{FullAddress},,Premises License,10/2/2023,9/28/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Pendejadas Inc,2024-02-06T00:46:51.386169
The Healing Circle,Cannabis Retailer,Active,"100 Wyatt Dr, Las Cruces, NM, 88005",,CCD-2024-0007-001,1/29/2024,1/28/2025,Margarita Perez,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2024-0007-001,The Healing Circle,2024-02-06T00:46:51.386169
New Era NM LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,11/9/2023,11/7/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,New Era NM LLC,2024-02-06T00:46:51.386169
OCONNOR LINICK LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,9/29/2023,9/26/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,OCONNOR LINICK LLC,2024-02-06T00:46:51.386169
CasaCanna LLC,Cannabis Retailer,Active,"416 Yale Blvd SE Suite B, Albuquerque, NM, 87106",,CCD-2023-0414-001,10/5/2023,10/4/2024,"CARMEN CAVNAR, Octavio Grajeda, CARMEN CAVNAR, CARMEN CAVNAR, Carmen Cavnar",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0414-001,CasaCanna LLC,2024-02-06T00:46:51.386169
Tatum House of Canna LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,10/3/2023,10/2/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Tatum House of Canna LLC,2024-02-06T00:46:51.386169
"Mad Hatter Grow, LLC",Cannabis Retailer,Active,"301 Central Ave NW, Albuquerque, NM, 87102",,CCD-2022-0371-001,4/27/2022,4/27/2024,"Nicole Bradford, Christopher Crane, Robert Berget",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0371-001,"Mad Hatter Grow, LLC",2024-02-06T00:46:51.386169
Agricanna LLC,Cannabis Retailer,Active,"95 Diablo Dr, Alamagordo, NM, 88310",,CCD-2023-0434-001,10/25/2023,10/24/2024,Gerald Harper,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0434-001,Agricanna LLC,2024-02-06T00:46:51.386169
Motavated Producers LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,10/26/2023,10/15/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Motavated Producers LLC,2024-02-06T00:46:51.386169
10301 Paso fino Place,Cannabis Retailer,Active,{FullAddress},,Premises License,10/17/2023,10/16/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,10301 Paso fino Place,2024-02-06T00:46:51.386169
The Hillsboro Cannabis Company,Cannabis Retailer,Active,{FullAddress},,Premises License,6/5/2023,11/8/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,The Hillsboro Cannabis Company,2024-02-06T00:46:51.386169
North Percha Cannabis,Cannabis Retailer,Active,"10 Trujilo Creek Rd, Arrey, NM, 87930",,Premises License,2/20/2023,2/20/2024,Dylan Garay,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,North Percha Cannabis,2024-02-06T00:46:51.386169
Budstone Smoke Shop,Cannabis Retailer,Active,"2641 Cerrillos Rd. B, Santa Fe, NM, 87505",,CCD-2023-0460-001,11/20/2023,11/19/2024,Eduvijinia Smith,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0460-001,Budstone Smoke Shop,2024-02-06T00:46:51.386169
Alta Vista Tire,Cannabis Retailer,Active,"1023 Granite Rd, Newkirk, NM, 88417",,CCD-2023-0470-001,11/28/2023,11/27/2024,Ralph Moya,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0470-001,Alta Vista Tire,2024-02-06T00:46:51.386169
Concas River Company,Cannabis Retailer,Active,"424 E Rt 66, Tucumcari, NM, 88401",,CCD-2023-0471-001,11/28/2023,11/27/2024,Ralph Moya,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0471-001,Concas River Company,2024-02-06T00:46:51.386169
Unlimited Extract,Cannabis Retailer,Active,{FullAddress},,Premises License,12/4/2023,12/3/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Unlimited Extract,2024-02-06T00:46:51.386169
"Green Labs Cannabis Company, LLC",Cannabis Retailer,Active,{FullAddress},,Premises License,1/29/2024,1/4/2025,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Green Labs Cannabis Company, LLC",2024-02-06T00:46:51.386169
Noz's Borderline Products LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,7/11/2022,7/8/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Noz's Borderline Products LLC,2024-02-06T00:46:51.386169
Oddfellow 2800 LLC,Cannabis Retailer,Active,"2800 Indian School NE, Albuquerque, NM, 87106",,CCD-2024-0010-001,1/29/2024,1/28/2025,carlos condit,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2024-0010-001,Oddfellow 2800 LLC,2024-02-06T00:46:51.386169
Mesa Flowers,Cannabis Retailer,Active,{FullAddress},,Premises License,2/23/2023,2/23/2025,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Mesa Flowers,2024-02-06T00:46:51.386169
Green Cloud Cannabis,Cannabis Retailer,Active,{FullAddress},,Premises License,12/11/2023,12/10/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Green Cloud Cannabis,2024-02-06T00:46:51.386169
"Aim High Enterprises, LLC",Cannabis Retailer,Active,"9575 Bataan Memorial Highway West, Las Cruces, NM, 88012",,CCD-2023-0074-001,2/9/2023,2/9/2025,Richelle Elberg,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0074-001,"Aim High Enterprises, LLC",2024-02-06T00:46:51.386169
