license_number,business_legal_name,business_dba_name,Street,premise_city,premise_zip_code,data_refreshed_date,license_type,license_designation,Licensee Name,License Number,Address,Zipcode,Microbials,Mycotoxins,Residual Solvents,id,license_status,licensing_authority_id,licensing_authority,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,premise_street_address,premise_county,premise_latitude,premise_longitude,business_website
402-00858,SMOKE HOLDCO LLC,Star Buds,"5740 South College Avenue, Unit A",Fort Collins,80525,2024-01-02,Stores,Adult-Use,,,,,,,,402-00858,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00857,DENCO LLC,DENCO LLC,"3480 Park Avenue West, Unit B",Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402-00857,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00966,CORRIDOR 70 LLC,EverBloom,"1150 Railroad Avenue, Units A and B",Rifle,81650,2024-01-02,Stores,Adult-Use,,,,,,,,402-00966,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00403,RD INDUSTRIES II LLC,House of Dankness,10555 East 45th Avenue,Denver,80239,2024-01-02,Stores,Adult-Use,,,,,,,,402-00403,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00242,HIGH MOUNTAIN MEDZ LLC,Levity Wellness,426 West Fillmore Street,Colorado Springs,80907,2024-01-02,Stores,Adult-Use,,,,,,,,402-00242,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01078,DR RELEAF INC,DR RELEAF INC,815 Wooten Road,Colorado Springs,80915,2024-01-02,Stores,Adult-Use,,,,,,,,402-01078,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01525,THE SPACE STATION LLC,The Space Station,206 South Main Street,Longmont,80501,2024-01-02,Stores,Adult-Use,,,,,,,,402-01525,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01153,GRANT PHARMS LLC,Grant Pharms MMC,320 Prairie Road,Colorado Springs,80909,2024-01-02,Stores,Adult-Use,,,,,,,,402-01153,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00248,2306 N POWERS LLC,Hightops,"2306 North Powers Frontage Road, Suite 100",Colorado Springs,80915,2024-01-02,Stores,Adult-Use,,,,,,,,402-00248,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00971,EGOZI VENTURES LLC,EGOZI VENTURES LLC,2160 South Lipan Street,Denver,80223,2024-01-02,Stores,Adult-Use,,,,,,,,402-00971,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00859,GREEN TREE BERTHOUD LLC,Green Tree,1090 North 2nd Street,Berthoud,80513,2024-01-02,Stores,Adult-Use,,,,,,,,402-00859,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00389,NUVUE PHARMA LLC,NUVUE PHARMA LLC,2304 East Platte Avenue,Colorado Springs,80909,2024-01-02,Stores,Adult-Use,,,,,,,,402-00389,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00243,KIND LOVE MJH LLC,Kind Love Express,3899 North Quentin Street,Denver,80239,2024-01-02,Stores,Adult-Use,,,,,,,,402-00243,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00566,SISSCO LLC,Trenchtown,734 North Sheridan Boulevard,Denver,80214,2024-01-02,Stores,Adult-Use,,,,,,,,402-00566,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00088,FUTUREVISION LTD,Medicine Man,4750 North Nome Street,Denver,80239,2024-01-02,Stores,Adult-Use,,,,,,,,402-00088,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00868,NATIONAL GREEN SOURCE LLC,The Green Source,2103 East Platte Avenue,Colorado Springs,80909,2024-01-02,Stores,Adult-Use,,,,,,,,402-00868,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00947,NATIONAL GREEN SOURCE LLC,The Green Source,975 West Fillmore Street,Colorado Springs,80907,2024-01-02,Stores,Adult-Use,,,,,,,,402-00947,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00292,NATIONAL GREEN SOURCE LLC,The Green Source,318 South 8th Street,Colorado Springs,80905,2024-01-02,Stores,Adult-Use,,,,,,,,402-00292,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00823,ASCEND II LLC,Ascend Cannabis Co,204 East Main Street,Buena Vista,81211,2024-01-02,Stores,Adult-Use,,,,,,,,402-00823,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01197,1-11 LLC,one:eleven,17034 Highway 17,Moffat,81143,2024-01-02,Stores,Adult-Use,,,,,,,,402-01197,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01326,TUMBLEWEED CRAIG LLC,TUMBLEWEED CRAIG LLC,316 West Victory Way,Craig,81625,2024-01-02,Stores,Adult-Use,,,,,,,,402-01326,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00543,COLORADO SPRINGS INVESTMENTS LLC,The Dispensary,2205 Montebello Square Drive  Suite 101,Colorado Springs,80918,2024-01-02,Stores,Adult-Use,,,,,,,,402-00543,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01140,RJJ TEJON LLC,Native Roots Tejon,1433 South Tejon Street,Colorado Springs,80905,2024-01-02,Stores,Adult-Use,,,,,,,,402-01140,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00880,THE EPIC REMEDY LLC,The ER,1602 West Colorado Avenue,Colorado Springs,80904,2024-01-02,Stores,Adult-Use,,,,,,,,402-00880,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00934,CANNABIS FOR HEALTH LLC,Pig 'N' Whistle,4801 West Colfax Avenue,Denver,80204,2024-01-02,Stores,Adult-Use,,,,,,,,402-00934,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00110,CANNABICARE INC,The Care,1466 Woolsey Heights,Colorado Springs,80915,2024-01-02,Stores,Adult-Use,,,,,,,,402-00110,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01324,EXIT 243 LLC,DISPENSARY EXIT 243,2235 East Idaho Springs Road ,Idaho Springs,80452,2024-01-02,Stores,Adult-Use,,,,,,,,402-01324,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00429,KGBI COLORADO LLC,SPARK Dispensary,4799 North Colorado Boulevard,Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402-00429,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00204,CORRIDOR 70 LLC,EverBloom,5110 North Race Street,Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402-00204,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00642,B WELL LLC,B WELL LLC,"5420 Arapahoe Avenue, Suite F",Boulder,80303,2024-01-02,Stores,Adult-Use,,,,,,,,402-00642,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00005,P2C3 LLC,Springs Dispo,"2845 Ore Mill Road, Unit 6",Colorado Springs,80904,2024-01-02,Stores,Adult-Use,,,,,,,,402-00005,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00887,NATURAL ALTERNATIVES FOR HEALTH CORP,NATURAL ALTERNATIVES FOR HEALTH CORP,6712 South College Avenue,Fort Collins,80525,2024-01-02,Stores,Adult-Use,,,,,,,,402-00887,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01075,LUX INC,The Lux Leaf,2222 West Colorado Avenue,Colorado Springs,80904,2024-01-02,Stores,Adult-Use,,,,,,,,402-01075,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00883,MAGNOLIA ROAD INC,Magnolia Road Cannabis Company,"1750 30th Street, Unit 84B",Boulder,80301,2024-01-02,Stores,Adult-Use,,,,,,,,402-00883,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00933,MJLQ LLC,Green Rino,3450 North Brighton Boulevard,Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402-00933,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00424,NATURES KISS CANNABIS SERVICES HEALTH & WELLNESS LLC,Natures Kiss,4332 South Broadway,Englewood,80113,2024-01-02,Stores,Adult-Use,,,,,,,,402-00424,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00304,MILE HIGH DISPENSARY LLC,Mile High Dispensary,1350 South Sheridan Boulevard Unit 1 & 2,Denver,80232,2024-01-02,Stores,Adult-Use,,,,,,,,402-00304,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00444,AMERICAN WHOLESALE LLC,Palmer Lake Wellness Center,855 Highway 105,Palmer Lake,80133,2024-01-02,Stores,Adult-Use,,,,,,,,402-00444,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00325,COMPASSIONATE PAIN MANAGEMENT LLC,Ajoya,"1100 West Dillon Road, Unit D-3",Louisville,80027,2024-01-02,Stores,Adult-Use,,,,,,,,402-00325,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00902,BEYOND BROADWAY LLC,LivWell,432 South Broadway,Denver,80209,2024-01-02,Stores,Adult-Use,,,,,,,,402-00902,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00981,GREEN KIWI 2 LLC,LivWell,706 East 17th Avenue Suite 102,Denver,80203,2024-01-02,Stores,Adult-Use,,,,,,,,402-00981,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00545,DKC LLC,Denver Kush Club,2615 Welton Street,Denver,80205,2024-01-02,Stores,Adult-Use,,,,,,,,402-00545,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00581,LVJS SERVICES LLC,Haylow Cannabis Company,1330 West Garden of the Gods Road,Colorado Springs,80907,2024-01-02,Stores,Adult-Use,,,,,,,,402-00581,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00729,DOUBLE BROW LLC,Standing Akimbo,3801 North Jason Street,Denver,80211,2024-01-02,Stores,Adult-Use,,,,,,,,402-00729,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01334,MODERN MEDICINE LLC,Altitude Organic Cannabis,817 Little Beaver Trail,Dillon,80435,2024-01-02,Stores,Adult-Use,,,,,,,,402-01334,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00613,IEROS LLC,Life Flower Dispensary,4966 Leetsdale Drive,Glendale,80246,2024-01-02,Stores,Adult-Use,,,,,,,,402-00613,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00698,HERBAL WELLNESS LLC,herbal wellness llc,"400 West South Boulder Road, Suite 2700",Lafayette,80026,2024-01-02,Stores,Adult-Use,,,,,,,,402-00698,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00501,MILE HIGH MEDICAL CANNABIS LLC,LIT,1630 North Federal Boulevard,Denver,80204,2024-01-02,Stores,Adult-Use,,,,,,,,402-00501,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00959,SPFF COLO LLC,COS CONFIDENTIAL,3044 West Colorado Avenue,Colorado Springs,80904,2024-01-02,Stores,Adult-Use,,,,,,,,402-00959,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00001,ALLGREENS LLC,ALLGREENS LLC,762 North Kalamath Street,Denver,80204,2024-01-02,Stores,Adult-Use,,,,,,,,402-00001,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00980,AF INC,Apothecary Farms,1917 Santa Fe Drive,Pueblo,81006,2024-01-02,Stores,Adult-Use,,,,,,,,402-00980,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00452,I & S LLC,SILVER STEM FINE CANNABIS,1086 West Littleton Boulevard,Littleton,80120,2024-01-02,Stores,Adult-Use,,,,,,,,402-00452,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00903,LIVWELL I LLC,LivWell,"2647 8th Avenue, Unit B",Garden City,80631,2024-01-02,Stores,Adult-Use,,,,,,,,402-00903,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00326,CPM LAKEWOOD LLC,Ajoya Medical Cannabis,10590 West Colfax Avenue,Lakewood,80215,2024-01-02,Stores,Adult-Use,,,,,,,,402-00326,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01111,THE EPIC REMEDY LLC,The ER,2712 East Fountain Boulevard,Colorado Springs,80910,2024-01-02,Stores,Adult-Use,,,,,,,,402-01111,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00080,TUMBLEWEED STEAMBOAT LLC,RK Enterprises,2093 Curve Plaza Unit C-103,Steamboat Springs,80487,2024-01-02,Stores,Adult-Use,,,,,,,,402-00080,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00330,JOIS LLC,SILVER STEM FINE CANNABIS,3702 West Quincy Avenue,Denver,80236,2024-01-02,Stores,Adult-Use,,,,,,,,402-00330,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00666,LIVWELL III LLC,Livwell,1941 West Evans Avenue,Denver,80223,2024-01-02,Stores,Adult-Use,,,,,,,,402-00666,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01092,THE EPIC REMEDY LLC,The ER,3995 North Academy Boulevard,Colorado Springs,80917,2024-01-02,Stores,Adult-Use,,,,,,,,402-01092,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00584,THE HEALING CANNA LLC,THE HEALING CANNA LLC,3692 East Bijou Street,Colorado Springs,80909,2024-01-02,Stores,Adult-Use,,,,,,,,402-00584,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00905,RJJ FRISCO LLC,Native Roots Frisco,861 North Summit Boulevard,Frisco,80443,2024-01-02,Stores,Adult-Use,,,,,,,,402-00905,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00240,LIGHTSHADE LABS LLC,Lightshade,5885 East Evans Avenue,Denver,80222,2024-01-02,Stores,Adult-Use,,,,,,,,402-00240,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00146,CHOICE ORGANICS INC,Green Dragon,"813 Smithfield Drive, Units A & B",Fort Collins,80524,2024-01-02,Stores,Adult-Use,,,,,,,,402-00146,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00349,ERINCARE LLC,The Treehouse,34 Buchanan Street,Colorado Springs,80907,2024-01-02,Stores,Adult-Use,,,,,,,,402-00349,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00953,ANIMAS HERBAL WELLNESS CENTER INC,Prohibition Herb,1185 Camino Del Rio,Durango,81301,2024-01-02,Stores,Adult-Use,,,,,,,,402-00953,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00829,MEDICINAL WELLNESS CENTER LLC,Oasis Cannabis Superstore,6359 East Evans Avenue,Denver,80222,2024-01-02,Stores,Adult-Use,,,,,,,,402-00829,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00140,GL INDUSTRIAL,Grow Life INC,115 East Garden of the Gods Road,Colorado Springs,80907,2024-01-02,Stores,Adult-Use,,,,,,,,402-00140,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01162,HERBAL HEALING LLC,Herbal Healing,"408 East Fillmore Street, Suite 110",Colorado Springs,80907,2024-01-02,Stores,Adult-Use,,,,,,,,402-01162,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01154,TOTAL GREEN LLC,TOTAL GREEN,1105 South Chelton Road,Colorado Springs,80910,2024-01-02,Stores,Adult-Use,,,,,,,,402-01154,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00664,SOUTHWEST ALTERNATIVE CARE LLC,Kaya,3937 West Colfax Avenue,Denver,80204,2024-01-02,Stores,Adult-Use,,,,,,,,402-00664,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01243,NATIONAL GREEN SOURCE LLC,The Green Source,286 South Purcell Boulevard,Pueblo West,81007,2024-01-02,Stores,Adult-Use,,,,,,,,402-01243,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00949,CC TRINIDAD LLC,Trinidad Gardens,422 North Commercial Street,Trinidad,81082,2024-01-02,Stores,Adult-Use,,,,,,,,402-00949,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00998,DENVER PATIENTS GROUP LLC,LivWell,2863 Larimer Street,Denver,80205,2024-01-02,Stores,Adult-Use,,,,,,,,402-00998,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00097,COLORADO ALTERNATIVE HEALTH CARE LTD,Palisades Health Care Inc,"125 Peach Avenue, Suite B",Palisade,81526,2024-01-02,Stores,Adult-Use,,,,,,,,402-00097,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00841,KIND CARE OF COLORADO LLC,Kind Care of Colorado,"6617 South College Avenue, Building A",Fort Collins,80525,2024-01-02,Stores,Adult-Use,,,,,,,,402-00841,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00556,FLOWER POWER BOTANICALS LLC,FLOWER POWER BOTANICALS LLC,1308 -1310 Duff Drive,Fort Collins,80524,2024-01-02,Stores,Adult-Use,,,,,,,,402-00556,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00875,DR RELEAF INC,DR RELEAF INC,2639 East Williamette Avenue,Colorado Springs,80909,2024-01-02,Stores,Adult-Use,,,,,,,,402-00875,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01194,THE GOLDEN SUMMIT LLC,The Apotheke,2582 South Academy Boulevard,Colorado Springs,80916,2024-01-02,Stores,Adult-Use,,,,,,,,402-01194,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00294,BUILDING BETTER DAYS LLC,Reefer Madness,1995 South Broadway,Denver,80210,2024-01-02,Stores,Adult-Use,,,,,,,,402-00294,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00993,EARTH SOLUTIONS INC,"Canna Cabinet, Inc","2630 West Pueblo Boulevard, Suite A",Pueblo,81004,2024-01-02,Stores,Adult-Use,,,,,,,,402-00993,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00374,JET BLACK ENTERPRISES LLC,Leiffa,6900 West Colfax Avenue,Lakewood,80214,2024-01-02,Stores,Adult-Use,,,,,,,,402-00374,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00237,WESTSIDE WELLNESS CENTER LLC,Maggie's Farm,818 East Fillmore Street,Colorado Springs,80907,2024-01-02,Stores,Adult-Use,,,,,,,,402-00237,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00043,DENVER COMPASSIONATE CARE GIVERS INC,Rocky Mountain High,"990 West 6th Avenue, Suite 5",Denver,80204,2024-01-02,Stores,Adult-Use,,,,,,,,402-00043,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00832,BOTANACARE LLC,bgood,"11450 Cherokee Street, Units A6 & A7",Northglenn,80234,2024-01-02,Stores,Adult-Use,,,,,,,,402-00832,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00597,PURE MEDICAL LLC,Pure,"2501 West Colorado Avenue, Suite 106",Colorado Springs,80904,2024-01-02,Stores,Adult-Use,,,,,,,,402-00597,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01187,LBW CONSULTING GROUP LLC,Seed & Smith,5070 North Oakland Street,Denver,80239,2024-01-02,Stores,Adult-Use,,,,,,,,402-01187,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00614,SWEET LEAF PIONEER LLC,SWEET LEAF PIONEER LLC,825A Chambers Avenue,Eagle,81631,2024-01-02,Stores,Adult-Use,,,,,,,,402-00614,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00649,HG LTD,HG LTD,1269 North Elati Street,Denver,80204,2024-01-02,Stores,Adult-Use,,,,,,,,402-00649,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00744,THE HERB SHOPPE LLC,The Herb Shoppe,"3020 West Colorado Avenue, Suite D",Colorado Springs,80904,2024-01-02,Stores,Adult-Use,,,,,,,,402-00744,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00376,GM BROADWAY LLC,Golden Meds,330 North Federal Boulevard,Denver,80219,2024-01-02,Stores,Adult-Use,,,,,,,,402-00376,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00923,THE GENETIC LOCKER INC,Terrapin Care Station,"5370 Manhattan Circle, Suite 104",Boulder,80303,2024-01-02,Stores,Adult-Use,,,,,,,,402-00923,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00419,SMOKE HOLDCO LLC,Star Buds,2502 8th Avenue Unit A,Garden City,80631,2024-01-02,Stores,Adult-Use,,,,,,,,402-00419,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00848,GARCIA AND MAESTAS INC,LA CASA CANNABIS II,5986 Produce Place,Alamosa,81101,2024-01-02,Stores,Adult-Use,,,,,,,,402-00848,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01185,TESLA LLC,TESLA LLC,4155 North Grape Street,Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402-01185,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00849,CANNA CLUB LLC,CANNA CLUB LLC,4012 West 38th Avenue,Denver,80212,2024-01-02,Stores,Adult-Use,,,,,,,,402-00849,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01030,SMOKED COLORADO INC,Mighty Tree,2268 South Delaware Street,Denver,80223,2024-01-02,Stores,Adult-Use,,,,,,,,402-01030,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01319,RESERVE 1 MANITOU LLC,Emerald Fields,27 Manitou Avenue,Manitou Springs,80829,2024-01-02,Stores,Adult-Use,,,,,,,,402-01319,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01167,TEN SIX OF COLORADO LLC,Lucky Cat Cannabis Co,"1428 North Circle Drive, Unit 2",Colorado Springs,80909,2024-01-02,Stores,Adult-Use,,,,,,,,402-01167,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01193,HG LTD,Higher Grade,"3480 South Galena Street, Unit B-4",Denver,80231,2024-01-02,Stores,Adult-Use,,,,,,,,402-01193,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00406,SISTEM COS1 LLC,Silver Stem Fine Cannabis,5156 Centennial Boulevard,Colorado Springs,80918,2024-01-02,Stores,Adult-Use,,,,,,,,402-00406,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00633,PHYSICIAN PREFERRED PRODUCTS LLC,Doc's Apothecary,"2100 East 112th Avenue, Unit 5",Northglenn,80233,2024-01-02,Stores,Adult-Use,,,,,,,,402-00633,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00002,ALTERNATIVE MEDICINE ON CAPITOL HILL LLC,ALTERNATIVE MEDICINE ON CAPITOL HILL LLC,1301 North Marion Street,Denver,80218,2024-01-02,Stores,Adult-Use,,,,,,,,402-00002,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00495,COLORADO CANNABIS COMPANY LLC,Pure Marijuana Dispensary,4571 North Ivy Street,Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402-00495,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00854,GREEN FIELDS LLC,GreenFields,1798 West Mississippi Avenue,Denver,80223,2024-01-02,Stores,Adult-Use,,,,,,,,402-00854,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00961,RJJ LONGMONT LLC,Native Roots Longmont,19 South Sunset Street,Longmont,80501,2024-01-02,Stores,Adult-Use,,,,,,,,402-00961,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00049,COMPASSIONATE CARE GIVERS INC,Rocky Mountain High,1233 West Alameda Avenue,Denver,80223,2024-01-02,Stores,Adult-Use,,,,,,,,402-00049,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00050,COMPASSIONATE CARE GIVERS INC,Rocky Mountain High,1201 20th Street,Denver,80202,2024-01-02,Stores,Adult-Use,,,,,,,,402-00050,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00145,THIRD DAY APOTHECARY MC LLC,THIRD DAY APOTHECARY MC LLC,"4865 North Academy Boulevard, Unit B",Colorado Springs,80918,2024-01-02,Stores,Adult-Use,,,,,,,,402-00145,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00439,STONEY HARRIS LLC,Kika Kush,555 North Circle Drive,Colorado Springs,80909,2024-01-02,Stores,Adult-Use,,,,,,,,402-00439,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00969,SPRINGS DMC ENTERPRISES LLC,High Hopes,4344 Montebello Drive,Colorado Springs,80918,2024-01-02,Stores,Adult-Use,,,,,,,,402-00969,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01066,TROY ENTERPRISES LLC,ELEVATIONS,8270 Razorback Road,Colorado Springs,80920,2024-01-02,Stores,Adult-Use,,,,,,,,402-01066,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00323,D & D CONSULTING INC,Kaya Cannabis,"12018 West Jewell Avenue, Unit B & C",Lakewood,80228,2024-01-02,Stores,Adult-Use,,,,,,,,402-00323,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00970,LIGHTSHADE LABS LLC,Lightshade,1126 South Sheridan Boulevard,Denver,80232,2024-01-02,Stores,Adult-Use,,,,,,,,402-00970,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
