application_status,license_type,application_classification,application_classification_1,application_classification_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,ccclastupdated,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284530,Valkyrie Cannabis Inc.,Great Barrington,1230.0,,,325 Stockbridge Rd.,,Great Barrington,MA,1230,POINT (-73.209889 42.396128),POINT (-73.346320 42.2110770),41 Meeting House Lane,,Southampton,NY,11968,85-0492199,MRN284530,Wed Apr 27 2022 16:05:14 GMT-0400 (Eastern Daylight Time),Fri Feb 11 2022 14:55:19 GMT-0500 (Eastern Standard Time),Thu Jul 14 2022 14:14:53 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business",,,,Fri Dec 03 2021 10:35:15 GMT-0500 (Eastern Standard Time),Fri May 06 2022 10:40:39 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 11:56:23 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jul 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1230.0,Great Barrington,Berkshire,42.396128,-73.209889,Western MA,,MA,42.211077,-73.34632,,3/22/2024,Valkyrie Cannabis Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR284969,Yellow House Cannabis LLC,Tyngsborough,1879.0,,,405-409 Middlesex Rd,,Tyngsborough,MA,1879,POINT (-71.275566 42.459085),POINT (-71.436282 42.694837),47 Bailey Drive,,Rochester,NH,3868,93-2712891,MRN284969,Mon Oct 09 2023 21:38:56 GMT-0400 (Eastern Daylight Time),Fri Sep 08 2023 09:44:32 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Veteran-Owned Business,,,,Thu Jun 15 2023 09:48:29 GMT-0400 (Eastern Daylight Time),Fri Oct 20 2023 11:21:06 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 14:30:32 GMT-0500 (Eastern Standard Time),Tue Dec 19 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Dec 19 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1879.0,Tyngsboro,Middlesex,42.459085,-71.275566,,,MA,42.694837,-71.436282,,3/22/2024,Yellow House Cannabis LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,7/5/2022,COMPLETE,MR283886,"Sira Naturals, Inc.",Watertown,2472.0,,,300 Trade Center Drive,Suite 7700,Woburn,MA,1801,POINT (-71.275566 42.459085),POINT (-71.180511 42.3646510),300 Trade Center Drive,Suite 7700,Woburn,MA,1801,46-5147723,MRN283886,Thu Apr 08 2021 17:24:35 GMT-0400 (Eastern Daylight Time),Tue Jan 19 2021 13:52:18 GMT-0500 (Eastern Standard Time),,True,no,,,,,APPROVED,RP201855,RP201855,Not a DBE,,,Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Nov 09 2020 18:56:35 GMT-0500 (Eastern Standard Time),Thu Apr 15 2021 13:43:25 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:43:56 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 18 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2472.0,Watertown,Middlesex,42.459085,-71.275566,Northeast,,MA,42.364651,-71.180512,,3/22/2024,"Sira Naturals, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,,COMPLETE,MR282939,"Greenerside Holdings, LLC",Greenfield,1301.0,,,62 Harold Street,,Boston,MA,2119,POINT (-72.573941 42.587072),POINT (-72.617992 42.5768830),62 Harold Street,,Boston,MA,2119,84-2362662,MRN282939,Mon Nov 16 2020 15:15:49 GMT-0500 (Eastern Standard Time),Tue Aug 20 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,yes,EE202424,,,EE202424,,,,Minority-Owned Business,,,,Sat Aug 17 2019 15:54:58 GMT-0400 (Eastern Daylight Time),Fri Nov 20 2020 09:55:32 GMT-0500 (Eastern Standard Time),Thu Feb 11 2021 13:25:42 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1301.0,Greenfield,Franklin,42.587072,-72.573941,Western MA,,MA,42.576883,-72.617993,SE305852,3/22/2024,"Greenerside Holdings, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,3/17/2023,COMPLETE,MR282958,GTE Taunton LLC,Taunton,2780.0,,,120 Bergeron Way,,Stoughton,MA,2072,POINT (-71.102131 41.778329),POINT (-71.089963 41.925888),120 Bergeron Way,,Stoughton,MA,2072,37-1940237,MRN282958,Mon Jun 29 2020 14:24:59 GMT-0400 (Eastern Daylight Time),Tue Feb 11 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 04 2022 14:09:45 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Minority-Owned Business,,,Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Aug 28 2019 12:28:11 GMT-0400 (Eastern Daylight Time),Tue Jul 07 2020 11:36:22 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:00:34 GMT-0400 (Eastern Daylight Time),Thu Mar 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),Mon Mar 10 2025 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2780.0,Taunton,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.925888,-71.089964,,3/22/2024,GTE Taunton LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,8/29/2019,COMPLETE,MR281245,"253 Organic, LLC",Montague,1376.0,,,253 Millers Falls Road,,Turners Fall,MA,1376,POINT (-72.573941 42.587072),POINT (-72.527305 42.5902900),c/o The Wagner Law Group,99 Summer Street,Boston,MA,2110,82-4664662,MRN281245,Thu Sep 06 2018 17:00:52 GMT-0400 (Eastern Daylight Time),Tue Aug 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 18 2018 14:58:38 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Aug 08 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Apr 17 2018 12:09:14 GMT-0400 (Eastern Daylight Time),Tue Sep 11 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 04 2018 15:25:56 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Oct 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1376.0,Turners Falls,Franklin,42.587072,-72.573941,,P.O. Box 253,MA,42.59029,-72.527306,,3/22/2024,"253 Organic, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/26/2021,COMPLETE,MR282410,Bud's Goods & Provisions Corp. (FKA Trichome Health Corp.),Abington,2351.0,,,54 West Boylston St,Apt 1,Worcester,MA,1606,POINT (-70.818958 41.978877),POINT (-70.954938 42.1453729),54 West Boylston St,Apt 1,Worcester,MA,1606,81-3554788,MRN282410,Thu Apr 02 2020 15:45:33 GMT-0400 (Eastern Daylight Time),Fri Feb 28 2020 00:00:00 GMT-0500 (Eastern Standard Time),Tue Sep 22 2020 12:02:24 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201939,RP201939,Not a DBE,,,Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Feb 15 2019 13:36:29 GMT-0500 (Eastern Standard Time),Wed Apr 08 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:06:49 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 22 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2351.0,Abington,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,42.145373,-70.954939,,3/22/2024,Bud's Goods & Provisions Corp. (FKA Trichome Health Corp.),MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR283460,"CNA Stores, Inc.",Boston,2125.0,,,70 Von Hillern Street,,Boston,MA,2125,POINT (-71.073493 42.334948),POINT (-71.053971 42.3235990),57 S Hunt Road,,Amesbury,MA,1913,83-1233238,MRN283460,Mon Sep 19 2022 11:28:14 GMT-0400 (Eastern Daylight Time),Tue Jul 26 2022 10:53:59 GMT-0400 (Eastern Daylight Time),Mon Apr 03 2023 11:28:42 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Veteran-Owned Business,,,,Fri Apr 17 2020 11:46:28 GMT-0400 (Eastern Daylight Time),Tue Nov 08 2022 10:21:42 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 13:05:41 GMT-0500 (Eastern Standard Time),Thu Mar 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 03 2025 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2125.0,Boston,Suffolk,42.334948,-71.073493,Metro Boston,,MA,42.323599,-71.053971,,3/22/2024,"CNA Stores, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/29/2023,COMPLETE,MR284603,Cannabis of Worcester LLC,Worcester,1606.0,,,56 Millbrook Street,,Worcester,MA,1606,POINT (-71.840209 42.329642),POINT (-71.800731 42.2869469),201 Park Avenue,,Worcester,MA,1609,88-1003415,MRN284603,Tue Jul 26 2022 15:26:37 GMT-0400 (Eastern Daylight Time),Fri May 27 2022 11:37:35 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 03 2022 10:20:00 GMT-0500 (Eastern Standard Time),Fri Aug 12 2022 08:55:20 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 16:00:50 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 13 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1606.0,Worcester,Worcester,42.329642,-71.840209,Central MA,,MA,42.286947,-71.800732,,3/22/2024,Cannabis of Worcester LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,10/5/2021,COMPLETE,MR282766,GTE Franklin LLC,Franklin,2038.0,,,120 Bergeron Way,,Stoughton,MA,2072,POINT (-71.15444 42.199156),POINT (-71.446612 42.0848390),120 Bergeron Way,,Stoughton,MA,2072,84-1898710,MRN282766,Wed May 27 2020 12:57:30 GMT-0400 (Eastern Daylight Time),Mon Feb 10 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Aug 27 2020 12:18:47 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Minority-Owned Business,,,Thu Aug 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jun 08 2019 13:18:56 GMT-0400 (Eastern Daylight Time),Thu May 28 2020 10:27:27 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:56:26 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2038.0,Franklin,Norfolk,42.199156,-71.15444,Central MA,,MA,42.084839,-71.446613,,3/22/2024,GTE Franklin LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,1/29/2024,COMPLETE,MR284038,"Union Twist, Inc.",Boston,2134.0,,,630 Worcester Road,,Framingham,MA,1702,POINT (-71.073493 42.334948),POINT (-71.128040 42.3576270),"One International Place, Suite 3700",C/O Prince Lobel Tye LLP,Boston,MA,2110,83-3883936,MRN284038,Thu Nov 04 2021 13:53:42 GMT-0400 (Eastern Daylight Time),Wed May 05 2021 16:40:56 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 19 2021 20:43:35 GMT-0500 (Eastern Standard Time),Fri Oct 29 2021 13:44:29 GMT-0400 (Eastern Daylight Time),Thu Apr 07 2022 12:52:38 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 27 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2134.0,Allston,Suffolk,42.334948,-71.073493,,,MA,42.357627,-71.128041,,3/22/2024,"Union Twist, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,12/18/2020,COMPLETE,MR282618,Lynn Organics LLC,Lynn,1901.0,,,One International Place,Suite 3700,Boston,MA,2110,POINT (-70.970827 42.635475),POINT (-70.946742 42.4612460),One International Place,Suite 3700,Boston,MA,2110,83-2334674,MRN282618,Mon Feb 24 2020 20:40:11 GMT-0500 (Eastern Standard Time),Wed Jul 24 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon May 25 2020 20:45:16 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201991,,Not a DBE,,,Thu Nov 19 2020 03:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 18 2019 18:50:12 GMT-0400 (Eastern Daylight Time),Fri Feb 28 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 14:49:00 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1901.0,Lynn,Essex,42.635475,-70.970827,Northeast,,MA,42.461246,-70.946743,,3/22/2024,Lynn Organics LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,10/17/2019,COMPLETE,MR281263,"Curaleaf Massachusetts, Inc",Oxford,1540.0,,,425 Main Street,,Oxford,MA,1540,POINT (-71.840209 42.329642),POINT (-71.864615 42.128456),2001 Washington Street,Unit B,Hanover,MA,2339,46-3428628,MRN281263,Thu Oct 11 2018 09:13:57 GMT-0400 (Eastern Daylight Time),Thu May 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Oct 22 2018 12:03:20 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201882,RP201882,Not a DBE,,,Fri Sep 13 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 18 2018 01:37:59 GMT-0400 (Eastern Daylight Time),Mon Jun 18 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 18 2018 14:39:54 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Oct 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1540.0,Oxford,Worcester,42.329642,-71.840209,Central MA,,MA,42.128456,-71.864615,,3/22/2024,"Curaleaf Massachusetts, Inc",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,12/2/2022,COMPLETE,MR284261,"Rooted In, LLC",Boston,2115.0,,,331 Newbury St,,Boston,MA,2115,POINT (-71.073493 42.334948),POINT (-71.086431 42.3487590),22 Warren St,,Boston,MA,2119,83-3790969,MRN284261,Fri Nov 12 2021 13:41:46 GMT-0500 (Eastern Standard Time),Mon Oct 25 2021 15:16:25 GMT-0400 (Eastern Daylight Time),Tue Mar 01 2022 13:31:09 GMT-0500 (Eastern Standard Time),True,yes,SE306235,,,,,,,Not a DBE,,,Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed May 26 2021 19:00:40 GMT-0400 (Eastern Daylight Time),Fri Dec 03 2021 11:25:31 GMT-0500 (Eastern Standard Time),Mon Feb 14 2022 16:25:13 GMT-0500 (Eastern Standard Time),Thu Mar 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),Tue Mar 11 2025 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2115.0,Boston,Suffolk,42.334948,-71.073493,Metro Boston,,MA,42.348759,-71.086431,SE305360,3/22/2024,"Rooted In, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,5/15/2023,COMPLETE,MR284655,In Good Health,Sandwich,2563.0,,,449 Route 130,,Sandwich,MA,2563,POINT (-70.301811 41.698999),POINT (-70.492373 41.7348870),1200 West Chestnut St,,Brockton,MA,2301,46-2680110,MRN284655,Thu Nov 17 2022 16:24:19 GMT-0500 (Eastern Standard Time),Wed Aug 31 2022 09:54:36 GMT-0400 (Eastern Daylight Time),,True,no,,,,,APPROVED,RP201826,RP201826,Not a DBE,,,Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu May 12 2022 11:59:50 GMT-0400 (Eastern Daylight Time),Mon Nov 21 2022 11:29:30 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 13:16:04 GMT-0500 (Eastern Standard Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 18 2025 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2563.0,Sandwich,Barnstable,41.698999,-70.301811,Southeast and Cape,,MA,41.734887,-70.492373,,3/22/2024,In Good Health,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,5/16/2022,COMPLETE,MR281774,Trichome Health Corp.,Lakeville,2347.0,,,12 Pennsylvania Ave,,Newton,MA,2464,POINT (-70.818958 41.978877),POINT (-70.856938 42.032173),12 Pennsylvania Ave,,Newton,MA,2464,81-3554788,MRN281774,Fri Mar 08 2019 15:56:44 GMT-0500 (Eastern Standard Time),Tue Oct 30 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Wed May 29 2019 12:03:05 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201939,RP201939,Not a DBE,,,Thu Apr 07 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 03 2018 10:39:01 GMT-0400 (Eastern Daylight Time),Wed Mar 13 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 16 2019 13:40:31 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 03 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,2347.0,Lakeville,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,42.032173,-70.856939,,3/22/2024,Trichome Health Corp.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,1/15/2020,COMPLETE,MR281290,"M3 Ventures, Inc.",Plymouth,2360.0,,,9 Collins Avenue,,Plymouth,MA,2360,POINT (-70.818958 41.978877),POINT (-70.691278 41.9603869),9 Collins Avenue,,Plymouth,MA,2360,35-2472435,MRN281290,Wed Jul 11 2018 15:28:32 GMT-0400 (Eastern Daylight Time),Wed May 30 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 15 2018 12:34:51 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201874,RPA201874,Not a DBE,,,Fri Sep 13 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Apr 20 2018 08:54:42 GMT-0400 (Eastern Daylight Time),Fri Jul 13 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 09 2018 16:32:47 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Nov 21 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,2360.0,Plymouth,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,41.960387,-70.691279,,3/22/2024,"M3 Ventures, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,2/4/2021,COMPLETE,MR282516,Nova Farms LLC,Framingham,1701.0,,,34 Extension Street,,Attleboro,MA,2703,POINT (-71.275566 42.459085),POINT (-71.443946 42.2993870),34 Extension Street,,Attleboro,MA,2703,82-4930709,MRN282516,Thu Jun 11 2020 10:42:10 GMT-0400 (Eastern Daylight Time),Thu Feb 20 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Sep 10 2020 17:04:35 GMT-0400 (Eastern Daylight Time),True,no,,,,,APPROVED,RP201852,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 24 2019 14:10:19 GMT-0400 (Eastern Daylight Time),Fri Jun 12 2020 10:40:30 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:24:00 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1701.0,Framingham,Middlesex,42.459085,-71.275566,Central MA,,MA,42.299387,-71.443947,,3/22/2024,Nova Farms LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/9/2021,COMPLETE,MR282669,"Nature's Embrace, Inc.",Brockton,2302.0,,,221 Oak Street,Box 148,Brockton,MA,2301,POINT (-70.818958 41.978877),POINT (-70.987992 42.0862059),221 Oak Street,Box 148,Brockton,MA,2301,83-1955652,MRN282669,Mon Jan 06 2020 14:54:40 GMT-0500 (Eastern Standard Time),Tue Nov 12 2019 00:00:00 GMT-0500 (Eastern Standard Time),Sun May 17 2020 08:56:37 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed May 01 2019 13:14:20 GMT-0400 (Eastern Daylight Time),Thu Feb 27 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 14:21:33 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2302.0,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,42.086206,-70.987992,,3/22/2024,"Nature's Embrace, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR284018,Sears Farm Wellness LLC,Swansea,2777.0,,,215 Sears Road,,Swansea,MA,2777,POINT (-71.102131 41.778329),POINT (-71.204795 41.7451969),37 Blackstone Blvd,,Providence,RI,2906,86-1364409,MRN284018,Tue Aug 09 2022 23:11:38 GMT-0400 (Eastern Daylight Time),Mon Jun 06 2022 09:08:49 GMT-0400 (Eastern Daylight Time),Tue Jan 10 2023 11:47:31 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Woman-Owned Business,,,,Fri Jan 08 2021 12:16:54 GMT-0500 (Eastern Standard Time),Fri Aug 12 2022 09:09:58 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 16:15:31 GMT-0400 (Eastern Daylight Time),Tue Jan 10 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jan 10 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2777.0,Swansea,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.745197,-71.204795,,3/22/2024,Sears Farm Wellness LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,MR283261,Medicine Man Solutions LLC,Taunton,2780.0,,,144 W Brittania St,,Taunton,MA,2780,POINT (-71.102131 41.778329),POINT (-71.143816 41.884062),PO Box 6045,,Taunton,MA,2780,84-4482004,MRN283261,Fri Dec 01 2023 10:43:01 GMT-0500 (Eastern Standard Time),Fri Oct 27 2023 16:08:57 GMT-0400 (Eastern Daylight Time),Thu Feb 08 2024 16:52:03 GMT-0500 (Eastern Standard Time),True,yes,SE304323,,,,,,,Not a DBE,,,,Fri Jan 31 2020 11:00:40 GMT-0500 (Eastern Standard Time),Fri Dec 22 2023 15:10:53 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 14:57:24 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 08 2025 03:00:00 GMT-0500 (Eastern Standard Time),,5000.0,2780.0,Taunton,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.884062,-71.143816,SE304323,3/22/2024,Medicine Man Solutions LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
