license_number,business_legal_name,business_dba_name,Street,premise_city,premise_zip_code,data_refreshed_date,license_type,license_designation,Licensee Name,License #,Address,Residual Solvents,Microbials,Mycotoxins,id,license_status,licensing_authority_id,licensing_authority,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,premise_street_address,premise_county,premise_latitude,premise_longitude,business_website
402-01154,TOTAL GREEN LLC,TOTAL GREEN,1105 South Chelton Road,Colorado Springs,80910,2023-04-02,Stores,Adult-Use,,,,,,,402-01154,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 597-0304,,,1105 S Chelton Rd,El Paso County,38.8158063,-104.7658066,
402-01115,MAGGIES FARM LLC,MAGGIES FARM,141 Manitou Avenue ,Manitou Springs,80829,2023-04-02,Stores,Adult-Use,,,,,,,402-01115,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 685-1655,,,141 Manitou Ave,El Paso County,38.8580532,-104.8950928,https://www.maggiesfarmmarijuana.com/locations/manitou-springs/
402-00823,ASCEND II LLC,Ascend Cannabis Co.,204 East Main Street,Buena Vista,81211,2023-04-02,Stores,Adult-Use,,,,,,,402-00823,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 395-6226,,,204 E W Main St,Chaffee County,38.8422069,-106.13186,https://www.ascendcannabisco.com/
402-00635,GM LAKEWOOD LLC,GOLDEN MEDS,2636 Youngfield Street,Lakewood,80215,2023-04-02,Stores,Adult-Use,,,,,,,402-00635,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 519-1957,,,2636 Youngfield St,Jefferson County,39.7545394,-105.1421051,https://goldenmedsco.com/
402-01039,MAGIC CITY FARMS 2 LLC,MAGIC CITY CANNABIS,3819 North Quentin Street,Denver,80239,2023-04-02,Stores,Adult-Use,,,,,,,402-01039,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 692-1539,,,3819 Quentin St,Denver County,39.7699105,-104.8451348,https://magiccitydenver.wm.store/discover
402-01057,SDJ LLC,LIVING ROSE WELLNESS,212 South 21st Street,Colorado Springs,80904,2023-04-02,Stores,Adult-Use,,,,,,,402-01057,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 473-9797,,,212 S 21st St,El Paso County,38.84265679999999,-104.85821,https://www.leafly.com/dispensary-info/living-rose-wellness/deals
402-00490,GREEN MEADOWS DISPENSARY LLC,Green Meadows Dispensary LLC,23360 South Highway 550,Montrose,81403,2023-04-02,Stores,Adult-Use,,,,,,,402-00490,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 252-1811,,,23360 US-550,Montrose County,38.3438911,-107.7887725,
402-01339,BUENA SUERTE COMPANY LLC,None,"11640 Teller Street, Suite E",Broomfield,80020,2023-04-02,Stores,Adult-Use,,,,,,,402-01339,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 460-8928,,,2000 W Midway Blvd,Broomfield County,39.9216856,-105.0922587,
402-00058,SISTEM COS2 LLC,Silver Stem Fine Cannabis,"410 South 8th Street, Unit B",Colorado Springs,80905,2023-04-02,Stores,Adult-Use,,,,,,,402-00058,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 344-5996,,,410 S 8th St,El Paso County,38.82777779999999,-104.8416667,https://silverstemcannabis.com/dispensaries/broadmoor-downtown
402-00024,SISTEM BONNIE BRAE LLC,SILVER STEM FINE CANNABIS,2243 North Federal Boulevard,Denver,80211,2023-04-02,Stores,Adult-Use,,,,,,,402-00024,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 734-0420,,,3702 W Quincy Ave,Denver County,39.6381937,-105.035647,https://silverstemcannabis.com/dispensaries/Denver-Southwest
402-00942,JVT ENTERPRISES INC,COLORADO CANNABIS CONNECTION,"4550 South Kipling Street, Unit 4",Denver,80127,2023-04-02,Stores,Adult-Use,,,,,,,402-00942,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 328-2355,,,4550 S Kipling St #4,Jefferson County,39.6336152,-105.1089971,http://www.mycoloradocannabisconnection.com/
402-00005,P2C3 LLC,SPRINGS DISPO,"2845 Ore Mill Road, Unit 6",Colorado Springs,80904,2023-04-02,Stores,Adult-Use,,,,,,,402-00005,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 633-8499,,,2845 Ore Mill Rd #6,El Paso County,38.8487646,-104.870748,https://springs-dispo.business.site/?utm_source=gmb&utm_medium=referral
402-00053,HOLLISTER & BLACKSMITH INC,Naturaleaf,"5875 Lehman Drive, Unit 100",Colorado Springs,80918,2023-04-02,Stores,Adult-Use,,,,,,,402-00053,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 264-6337,,,5875 Lehman Dr #100,El Paso County,38.9172838,-104.78729,
402-00011,JGB VENTURES LLC,DANK,"3835 North Elm Street, Unit C",Denver,80207,2023-04-02,Stores,Adult-Use,,,,,,,402-00011,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 394-3265,,,3835 Elm St,Denver County,39.7698685,-104.9296242,https://www.dank-colorado.com/
402-01162,HERBAL HEALING LLC,HERBAL HEALING,"408 East Fillmore Street, Suite 110",Colorado Springs,80907,2023-04-02,Stores,Adult-Use,,,,,,,402-01162,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 632-5904,,,408 E Fillmore St,El Paso County,38.8745431,-104.8147442,http://herbalhealing.wm.store/
402-01174,PNP VENTURES LLC,HEADMASTER,319 Bonfoy Avenue,Colorado Springs,80909,2023-04-02,Stores,Adult-Use,,,,,,,402-01174,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 694-8000,,,319 Bonfoy Ave,El Paso County,38.83797089999999,-104.7927236,
402-00409,BUILDING BETTER DAYS LLC,Reefer Madness,"4401 East 46th Avenue, Unit B",Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402-00409,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 322-3404,,,4401 E 46th Ave suite B,Denver County,39.78160919999999,-104.9364562,
402-00618,WHITE MOUNTAIN MEDICINE LLC,LIVWELL,3234 North Nevada Avenue,Colorado Springs,80907,2023-04-02,Stores,Adult-Use,,,,,,,402-00618,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 622-6652,,,3234 N Nevada Ave,El Paso County,38.8787867,-104.8190435,https://livwell.com/locations/colorado/nevada-colo-springs
402-00786,COS INVESTMENTS LLC,HIGH HOPES,"288 South Academy Boulevard, Suite C",Colorado Springs,80910,2023-04-02,Stores,Adult-Use,,,,,,,402-00786,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 630-2137,,,288 S Academy Blvd Suite C,El Paso County,38.82706649999999,-104.7589077,https://highhopescannabis.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb
402-00504,HADCAV ENTERPRISES INC,PURE MARIJUANA DISPENSARY,5702 East Colfax Avenue,Denver,80220,2023-04-02,Stores,Adult-Use,,,,,,,402-00504,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 733-9956,,,5702 E Colfax Ave,Denver County,39.739957,-104.921433,https://puremmj.com/
402-01083,RJJ UINTAH LLC,NATIVE ROOTS UINTAH,1705 West Uintah Street,Colorado Springs,80904,2023-04-02,Stores,Adult-Use,,,,,,,402-01083,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 375-5512,,,1705 W Uintah St,El Paso County,38.8477959,-104.8462566,https://nativerootscannabis.com/
402-00957,CONCENTRATE LLC,WOLF PAC CANNABIS,74 North Federal Boulevard,Denver,80219,2023-04-02,Stores,Adult-Use,,,,,,,402-00957,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 428-8697,,,74 Federal Blvd,Denver County,39.7179233,-105.0247009,
402-01323,MC2 BOULDER LLC,MARQUIS CANNABIS,1909 Broadway Unit Lower Level ,Boulder,80302,2023-04-02,Stores,Adult-Use,,,,,,,402-01323,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 638-5912,,,1909 Broadway LL,Boulder County,40.01710130000001,-105.2798903,http://www.marquiscannabis.com/
402-00066,GREEN AROUND YOU MERGERCO LLC,GOLDEN MEDS,970 South Oneida Street Unit 17,Denver,80224,2023-04-02,Stores,Adult-Use,,,,,,,402-00066,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 287-2377,,,970 S Oneida St #17,Denver County,39.6987372,-104.9074002,https://goldenmedsco.com/location-oneida-st-co/
402-00428,THE 64 STORE LLC,The 64 Store,502 West Colorado Avenue,Colorado Springs,80905,2023-04-02,Stores,Adult-Use,,,,,,,402-00428,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 602-0640,,,502 W Colorado Ave,El Paso County,38.8329574,-104.83458,http://the64store.com/
402-00503,505 CENTER LLC,PURE MARIJUANA DISPENSARY,505 West 40th Avenue,Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402-00503,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 951-1480,,,4571 Ivy St,Denver County,39.7796225,-104.9203817,https://puremmj.com/
402-00837,LIVWELL VII LLC,LivWell,900 North College Avenue,Fort Collins,80524,2023-04-02,Stores,Adult-Use,,,,,,,402-00837,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 484-8380,,,900 N College Ave,Larimer County,40.5988297,-105.0761543,https://livwell.com/locations/colorado/fort-collins
402-01127,STEM BEACH DISPENSARY LLC,DOCTORS ORDERS,3321 South I-25,Pueblo,81004,2023-04-02,Stores,Adult-Use,,,,,,,402-01127,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,3321 I-25,Pueblo County,38.16424989999999,-104.6426436,https://weedmaps.com/dispensaries/stem-beach
402-00738,DENVER COMPASSIONATE CAREGIVERS INC,Rocky Mountain High,8420 West Colfax Avenue,Lakewood,80215,2023-04-02,Stores,Adult-Use,,,,,,,402-00738,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 941-9333,,,1233 W Alameda Ave,Denver County,39.7114805,-105.0023406,https://rockymountainhigh.co/locations/alameda/menu
402-01000,LIVWELL X LLC,LivWell,1015 2nd Street,Berthoud,80513,2023-04-02,Stores,Adult-Use,,,,,,,402-01000,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 344-5060,,,1015 N 2nd St,Larimer County,40.3113553,-105.0765196,https://livwell.com/locations/colorado/berthoud
402-00435,VIRTUAL MARKETING LLC,MAGGIE'S FARM,"3055 East US Highway 50, Unit F",Canon City,81212,2023-04-02,Stores,Adult-Use,,,,,,,402-00435,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 372-1014,,,3055 US-50,Fremont County,38.4475642,-105.1962288,https://www.maggiesfarmmarijuana.com/locations/canon-city/?utm_source=google&utm_medium=organic&utm_campaign=gmb-menu
402-00588,PLATTE VALLEY DISPENSARY LLC,PLATTE VALLEY DISPENSARY,2301 7th Street Unit B,Denver,80211,2023-04-02,Stores,Adult-Use,,,,,,,402-00588,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 953-0295,,,2301 7th St B,Denver County,39.7522105,-105.0147379,https://www.plattevalley5280.com/
402-00745,3B-KALAMATH LLC,BUDDY BOY,120 South Kalamath Street,Denver,80223,2023-04-02,Stores,Adult-Use,,,,,,,402-00745,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 862-5169,,,2057 S Broadway,Denver County,39.6793371,-104.9878913,https://www.cookiesdenver.co/
402-00849,3B-38 LLC,BUDDY BOY,4012 West 38th Avenue,Denver,80212,2023-04-02,Stores,Adult-Use,,,,,,,402-00849,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 535-6893,,,5238 W 44th Ave,Denver County,39.7763884,-105.0541295,https://www.starbudscolorado.com/stores/recreational-marijuana-dispensary-lakeside?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=lakeside
402-00532,DURANGO ORGANICS LLP,None,"72 Suttle Street, Unit F",Durango,81303,2023-04-02,Stores,Adult-Use,,,,,,,402-00532,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 259-9167,,,13577 Co Rd 213,La Plata County,37.2193691,-107.8603768,http://www.4x4andmoredurango.com/
402-00581,LVJS SERVICES LLC,Haylow Cannabis Company,1330 West Garden of the Gods Road,Colorado Springs,80907,2023-04-02,Stores,Adult-Use,,,,,,,402-00581,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 531-7079,,,1330 Garden of the Gods Rd,El Paso County,38.89762029999999,-104.8518018,
402-00573,D & D CONSULTING INC,KAYA CANNABIS,1075 South Fox Street,Denver,80223,2023-04-02,Stores,Adult-Use,,,,,,,402-00573,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 593-2931,,,1075 S Fox St,Denver County,39.69717660000001,-104.9948707,https://www.kayacannabis.com/
402-01168,ROCKY ROAD REMEDIES LLC,ROCKY ROAD ORIGINAL,2489 South Academy Boulevard,Colorado Springs,80916,2023-04-02,Stores,Adult-Use,,,,,,,402-01168,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 481-9420,,,2489 S Academy Blvd,El Paso County,38.7970937,-104.7565131,https://rockyroad.com/
402-00649,HG LTD,HIGHER GRADE,1269 North Elati Street,Denver,80204,2023-04-02,Stores,Adult-Use,,,,,,,402-00649,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 993-4547,,,1269 Elati St,Denver County,39.7365803,-104.9944043,https://www.highergradeco.com/recreational-dispensary-denver
402-00839,THE GREEN SOLUTION LLC,None,810 North College Avenue,Fort Collins,80524,2023-04-02,Stores,Adult-Use,,,,,,,402-00839,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 493-0024,,,378 Walnut St,Larimer County,40.5876141,-105.0744671,https://www.emporiumftcollins.com/
402-00933,MJLQ LLC,Green Rino,3450 North Brighton Boulevard,Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402-00933,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 433-3151,,,3450 Brighton Blvd,Denver County,39.7699617,-104.9788853,https://greenrino.com/
402-01038,PHOENIX CORP,Mana Cannabis Supply Co,2895 West 8th Avenue,Denver,80204,2023-04-02,Stores,Adult-Use,,,,,,,402-01038,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 749-4642,,,2895 W 8th Ave,Denver County,39.7296498,-105.0233767,https://manasupply.com/
402-01328,SISTEM COMMERCE CITY LLC,SILVER STEM FINE CANNABIS,5275 Quebec Street Unit 105,Commerce City,80022,2023-04-02,Stores,Adult-Use,,,,,,,402-01328,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 458-5820,,,5275 Quebec St UNIT 105,Adams County,39.79227480000001,-104.9040732,https://silverstemcannabis.com/dispensaries/northfield
402-00140,GL INDUSTRIAL,Grow Life INC,115 East Garden of the Gods Road,Colorado Springs,80907,2023-04-02,Stores,Adult-Use,,,,,,,402-00140,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 635-1700,,,115 E Garden of the Gods Rd,El Paso County,38.8965465,-104.8239824,http://grow-life.business.site/
402-00247,NATIONAL GREEN SOURCE LLC,THE GREEN SOURCE,1216 North Academy Boulevard,Colorado Springs,80909,2023-04-02,Stores,Adult-Use,,,,,,,402-00247,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 302-2032,,,2103 E Platte Ave,El Paso County,38.8368415,-104.7896316,https://www.nationalgreensource.com/?utm_source=google&utm_medium=organic&utm_campaign=platte
402-01158,TOP SHELF LLC,TOP SHELF,"135 South Broadway, Unit C",Denver,80209,2023-04-02,Stores,Adult-Use,,,,,,,402-01158,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 485-4353,,,135 S Broadway,Denver County,39.71415359999999,-104.9878919,https://www.topshelfdispensary.com/
402-00439,STONEY HARRIS LLC,KIKA KUSH,555 North Circle Drive,Colorado Springs,80909,2023-04-02,Stores,Adult-Use,,,,,,,402-00439,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 434-1493,,,555 N Circle Dr,El Paso County,38.8407321,-104.7754763,https://kikakush.com/
402-01173,GREEN FARMS LLC,,3629 Galley Road,Colorado Springs,80909,2023-04-02,Stores,Adult-Use,,,,,,,402-01173,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00001,ALLGREENS LLC,None,762 North Kalamath Street,Denver,80204,2023-04-02,Stores,Adult-Use,,,,,,,402-00001,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 532-0757,,,1225 Logan St,Denver County,39.7355919,-104.9825902,https://barnundenver.com/
402-01066,TROY ENTERPRISES LLC,ELEVATIONS,8270 Razorback Road,Colorado Springs,80920,2023-04-02,Stores,Adult-Use,,,,,,,402-01066,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 468-6337,,,8270 Razorback Rd,El Paso County,38.9512124,-104.8006564,https://elevationsdispensary.com/
402-00699,DOPE APOTHEOSIS INC,POLICE AND THIEVES,399 South Harrison Street,Denver,80209,2023-04-02,Stores,Adult-Use,,,,,,,402-00699,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 593-0266,,,399 S Harrison St,Denver County,39.7094219,-104.9416473,http://www.policeandthieves.com/
402-00798,SILVERPEAK CORP,None,"520 East Cooper Avenue, Units LL2 & LL3",Aspen,81611,2023-04-02,Stores,Adult-Use,,,,,,,402-00798,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(877) 266-2466,,,232 W Main St,Pitkin County,39.192019,-106.8249722,http://www.annabelleinn.com/
402-01016,FOUNTAIN ORGANICS LLC,FOUNTAIN ORGANICS,"5421 Rio Vista Drive, Suite 200",Colorado Springs,80917,2023-04-02,Stores,Adult-Use,,,,,,,402-01016,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 394-8883,,,5421 Rio Vista Dr Su 200,El Paso County,38.9101507,-104.7212407,https://ftain.org/
402-00507,THE HERBAL CURE LLC,None,985 South Logan Street ,Denver,80209,2023-04-02,Stores,Adult-Use,,,,,,,402-00507,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 532-0757,,,1225 Logan St,Denver County,39.7355919,-104.9825902,https://barnundenver.com/
402-00251,GOLDEN ALTERNATIVE MEDICINE LLC,Verts Neighborhood Dispensary,"511 Orchard Street, 2nd Floor",Golden,80401,2023-04-02,Stores,Adult-Use,,,,,,,402-00251,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 361-2144,,,511 Orchard St 2nd floor,Jefferson County,39.7239798,-105.1799364,https://www.vertsdispensary.com/colorado/golden/
402-00232,TRICHOME HEALTH CONSULTANTS INC,TRICHOME HEALTH CONSULTANTS,2117 West Colorado Avenue,Colorado Springs,80904,2023-04-02,Stores,Adult-Use,,,,,,,402-00232,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 635-6337,,,2117 W Colorado Ave,El Paso County,38.84390989999999,-104.8576047,http://www.thcmed.com/
402-00237,WESTSIDE WELLNESS CENTER LLC,MAGGIE'S FARM,818 East Fillmore Street,Colorado Springs,80907,2023-04-02,Stores,Adult-Use,,,,,,,402-00237,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 358-8849,,,818 E Fillmore St,El Paso County,38.8744381,-104.8095053,https://maggiesfarmmarijuana.com/locations/colorado-springs-north/?utm_source=google&utm_medium=organic&utm_campaign=gmb-menu
402-00292,NATIONAL GREEN SOURCE LLC,The Green Source,318 South 8th Street,Colorado Springs,80905,2023-04-02,Stores,Adult-Use,,,,,,,402-00292,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 635-9002,,,318 S 8th St,El Paso County,38.8298337,-104.8410437,https://www.nationalgreensource.com/?utm_source=google&utm_medium=organic&utm_campaign=8th
402-00655,GANJA GOURMET LLC,GANJA GOURMET,1810 South Broadway,Denver,80210,2023-04-02,Stores,Adult-Use,,,,,,,402-00655,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 282-9333,,,1810 S Broadway,Denver County,39.68367849999999,-104.9872684,https://ganja-gourmet.com/
402-01026,CANNA MEDS WELLNESS CENTER LLC,CANNA MEDS WELLNESS CENTER,2218 North Academy Place,Colorado Springs,80909,2023-04-02,Stores,Adult-Use,,,,,,,402-01026,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 882-5521,,,3730 Sinton Rd Suite 219,El Paso County,38.88576879999999,-104.8344799,
402-00653,BROW 1 LLC,Xclusive Cannabis,7200 East Smith Road,Denver,80207,2023-04-02,Stores,Adult-Use,,,,,,,402-00653,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 642-2282,,,7200 Smith Rd,Denver County,39.7717266,-104.9042329,https://www.xclusivecanna.com/
402-00566,SISSCO LLC,TRENCHTOWN,734 North Sheridan Boulevard,Denver,80214,2023-04-02,Stores,Adult-Use,,,,,,,402-00566,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 495-3531,,,734 Sheridan Boulevard,Jefferson County,39.728521,-105.052215,https://trenchtowncannabis.com/
402-01176,BUKU LOUD LLC,BUKU LOUD,3079 South Academy Boulevard,Colorado Springs,80916,2023-04-02,Stores,Adult-Use,,,,,,,402-01176,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 391-2858,,,3079 S Academy Blvd,El Paso County,38.78756250000001,-104.7546871,http://www.bukuloud.com/
402-00059,PRVT LBL LLC,PRVT LBL,2490 West 2nd Avenue,Denver,80223,2023-04-02,Stores,Adult-Use,,,,,,,402-00059,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00664,SOUTHWEST ALTERNATIVE CARE LLC,Kaya,3937 West Colfax Avenue,Denver,80204,2023-04-02,Stores,Adult-Use,,,,,,,402-00664,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 287-3934,,,3937 W Colfax Ave,Denver County,39.74050099999999,-105.039054,http://kayacannabis.com/
402-00670,BGOOD VENTURES LLC,BGOOD APOTHECARY,80 South Pennsylvania Street,Denver,80209,2023-04-02,Stores,Adult-Use,,,,,,,402-00670,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 777-5239,,,80 S Pennsylvania St,Denver County,39.71509530000001,-104.9812129,http://bgoodmmj.com/locations/west-wash-park
402-00087,GREEN CROSS LLC,GREEN CROSS OF CHERRY CREEK,"3400 South Oneida Way, Suite 101",Denver,80224,2023-04-02,Stores,Adult-Use,,,,,,,402-00087,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 639-4939,,,3400 S Oneida Way,Denver County,39.6538872,-104.9083985,https://greencrosscc.com/
402-00832,BOTANACARE LLC,B GOOD,"11450 Cherokee Street, Units A6 & A7",Northglenn,80234,2023-04-02,Stores,Adult-Use,,,,,,,402-00832,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 254-4200,,,11450 Cherokee St Unit A7,Adams County,39.9046418,-104.9909998,https://bgoodmmj.com/locations/northglenn
402-00286,PI NORTH SHERIDAN LLC,LOVA SHERIDAN,446 North Sheridan Boulevard,Denver,80226,2023-04-02,Stores,Adult-Use,,,,,,,402-00286,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 536-5471,,,446 Sheridan Boulevard,Jefferson County,39.7232269,-105.0529332,https://lovaco.com/
402-01201,MMJ 95 LLC,TWEEDLEAF,5495 North Academy Boulevard,Colorado Springs,80918,2023-04-02,Stores,Adult-Use,,,,,,,402-01201,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,5495 N Academy Blvd,El Paso County,38.907957,-104.783052,https://tweedlife.com/tweedleaf-academy/?utm_source=gmb&utm_medium=organic&utm_campaign=website-colorado-springs-academy-blvd
