application_status,license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,original_submitted_date,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,approved_social_equity,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_initial_date_of_review,cnb_date_notice_sent_to_municipality,cnb_60_day_municipal_deadline_date,cnb_90_day_review_deadline_date,cnb_date_background_authorization_sent,cnb_date_background_report_received,cnb_finger_print_results_received_date,cnb_final_application_review,cnb_application_recommendation,cnb_final_inspection_result,cnb_final_license_recommendation,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,application_denied_date,cccupdatedate,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,id,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MC281622,ARL Healthcare Inc.,New Bedford,MA,02745,41.726796,-70.965285,167 John Vertente Blvd,,New Bedford,MA,02745,POINT (-71.102131 41.778329),POINT (-70.965284 41.726796),167 John Vertente Blvd,,Norwood,MA,02745,46-3459666,MCN281622,6/27/2019 06:03:19 PM,2/6/2020 11:44:52 AM,7/11/2019 12:00:00 AM,4/30/2020 09:03:35 AM,True,,,SE303548,,,,APPROVED,RP201908,RP201908,Not a DBE,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,8/6/2020 04:00:00 AM,7/23/2018 06:13:46 PM,1/15/2020 12:00:00 AM,4/9/2020 02:26:26 PM,9/15/2022 04:00:00 AM,9/15/2023 04:00:00 AM,,5/22/2023,167 John Vertente Blvd,N/A,Bristol County,,20000.0,02745,New Bedford,Bristol,41.778329,-71.102131,Southeast and Cape,681,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282714,"AmeriCann Brands, Inc.",Freetown,MA,02702,41.779665,-71.078704,1550 Wewatta Street,2nd Floor,Denver,CO,80202,POINT (-71.102131 41.778329),POINT (-71.078704 41.7796650),1550 Wewatta Street,2nd Floor,Denver,CO,80202,83-2442337,MCN282714,4/14/2020 05:08:55 PM,7/31/2020 05:10:12 PM,5/18/2020 09:56:57 AM,4/9/2021 11:05:32 AM,False,,,,,,,,,,Not a DBE,Indoor,"Tier 09: 70,001 to 80,000 sq. ft",,,,,,,,,,,,,3/29/2020 12:13:07 PM,8/14/2020 07:26:29 AM,11/19/2020 04:12:26 PM,4/14/2023 04:00:00 AM,4/17/2024 04:00:00 AM,,5/22/2023,11 Campanelli Dr,N/A,Bristol County,,40000.0,02702,Assonet,Bristol,41.778329,-71.102131,,658,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Courier,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,DO100142,"Trade Winds, LLC.",Wareham,,02571,,,6 Thatcher Ln,,Wareham,MA,02571,POINT (-70.818958 41.978877),,6 Thatcher Ln,,Wareham,MA,02571,85-1203811,DOA100142,9/7/2021 04:19:07 PM,3/28/2022 10:36:02 AM,9/9/2021 04:22:35 PM,,False,,SE304850,SE304850,,,,,,,Not a DBE,,,,,,,,,,,,,,,7/16/2021 11:33:06 AM,4/8/2022 10:29:11 AM,6/9/2022 01:01:02 PM,6/9/2022 04:00:00 AM,6/9/2023 04:00:00 AM,,,,,,,0.0,02571,Wareham,Plymouth,41.978877,-70.818958,Southeast and Cape,611,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,5/11/2021,COMPLETE,MR282256,Green Stratus Corp,Brockton,MA,02301,42.098441,-71.065623,15 Saw Mill Pond,,Canton,MA,02021,POINT (-70.818958 41.978877),POINT (-71.065623 42.0984410),15 Saw Mill Pond,,Canton,MA,02021,82-4944964,MRN282256,6/12/2019 11:24:27 AM,1/31/2020 12:24:17 PM,1/6/2020 12:00:00 AM,,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,4/16/2021 04:00:00 AM,1/5/2019 05:25:52 PM,3/5/2020 12:00:00 AM,5/8/2020 02:19:09 PM,6/9/2022 04:00:00 AM,6/10/2023 04:00:00 AM,,5/22/2023,255 N Pearl St,N/A,Plymouth County,,10000.0,02301,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,506,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282414,"617 Therapeutic Health Center, Inc.",Millis,MA,02054,42.1647,-71.36906,1073 Main St,,Millis,MA,02054,POINT (-71.15444 42.199156),POINT (-71.369060 42.1647000),168 Beacham St,,Everett,MA,02149,82-1559130,MCN282414,12/18/2019 09:57:02 AM,7/29/2020 06:15:16 PM,3/13/2020 12:00:00 AM,,False,no,,,,,,,,,Not a DBE,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,,,,,,,,,,,,9/25/2019 10:39:16 AM,8/6/2020 08:24:42 AM,9/10/2020 12:34:39 PM,12/8/2022 03:00:00 AM,12/8/2023 03:00:00 AM,,5/22/2023,1073 Main St,N/A,Norfolk County,,25000.0,02054,Millis,Norfolk,42.199156,-71.15444,Central MA,403,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MP281488,Morando Brands LLC,Rowley,MA,01969,42.714604,-70.905926,319 Newburyport Turnpike STE 002 & 003,,Rowley,MA,01969,POINT (-70.970827 42.635475),POINT (-70.905925 42.7146040),87 Main Street,,North Reading,MA,01864,47-3492111,MPN281488,7/24/2019 06:55:17 PM,12/14/2021 09:53:43 AM,2/5/2020 12:00:00 AM,2/18/2022 03:02:32 PM,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,11/10/2022 03:00:00 AM,9/18/2018 04:39:14 PM,12/17/2021 10:01:52 AM,2/14/2022 04:21:57 PM,3/9/2023 03:00:00 AM,3/10/2024 04:00:00 AM,,5/22/2023,319 Newburyport Turnpike,N/A,Essex County,,10000.0,01969,Rowley,Essex,42.635475,-70.970827,Northeast,373,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103400,Speedy Cannabis LLC,N/A,,N/A,,,339 River Street,,Fitchburg,MA,01420,,,339 River Street,,Fitchburg,MA,01420,87-3130552,PDOA103400,11/10/2022 04:42:02 PM,11/29/2022 01:31:47 PM,11/17/2022 11:20:37 AM,,False,,SE305212,SE305212,,,,,,,Not a DBE,,,,,,,,,,,,,,,12/30/2020 11:44:40 AM,12/12/2022 03:19:19 PM,12/12/2022 03:19:37 PM,12/12/2022 03:00:00 AM,12/12/2024 03:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP282234,Jolly Green INC,Gardner,MA,01440,42.596218,-71.950111,246 Suffolk Lane,,Gardner,MA,01440,POINT (-71.840209 42.329642),POINT (-71.950111 42.596218),246 Suffolk Lane,,Gardner,MA,01440,82-5286266,MPN282234,1/2/2023 01:38:19 PM,2/10/2023 08:42:47 AM,1/10/2023 12:48:05 PM,5/19/2023 02:15:13 PM,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,9/22/2022 10:17:08 AM,2/24/2023 10:27:59 AM,5/11/2023 02:35:50 PM,5/19/2023 04:00:00 AM,5/19/2024 04:00:00 AM,,5/22/2023,246 Suffolk Ln,N/A,Worcester County,,10000.0,01440,Gardner,Worcester,42.329642,-71.840209,Central MA,170,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC281385,"Apical, Inc.",Chicopee,MA,01020,42.177492,-72.562563,170 Pomeroy Meadow Road,,Southampton,MA,01073,POINT (-72.571312 42.12756),POINT (-72.562562 42.1774920),170 Pomeroy Meadow Road,,Southampton,MA,01073,82-5135092,MCN281385,4/2/2019 06:54:33 PM,7/15/2019 11:02:25 AM,4/24/2019 12:00:00 AM,1/29/2020 02:32:43 PM,True,,,,,,,APPROVED,RP201884,RP201884,Minority-Owned Business,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,,,,,,,,,,,,5/3/2018 08:34:18 PM,7/31/2019 12:00:00 AM,11/7/2019 01:28:59 PM,1/12/2023 03:00:00 AM,2/13/2024 03:00:00 AM,,5/22/2023,,N/A,Hampden County,,25000.0,01020,Chicopee,Hampden,42.12756,-72.571312,Western MA,14,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,5/26/2020,COMPLETE,MR281327,Haverhill Stem LLC,Haverhill,MA,01832,42.772545,-71.085692,124 Washington St.,,Haverhill,MA,01830,POINT (-70.970827 42.635475),POINT (-71.085691 42.7725450),25 Bradfields Dr.,,Haverhill,MA,01830,82-5176376,MRN281327,3/31/2019 03:48:19 PM,7/22/2019 01:42:16 PM,4/11/2019 12:00:00 AM,11/27/2019 10:22:47 AM,True,,,,APPROVED,EE202084,EE202084,,,,Not a DBE,,,,,,,,,,,,,,4/9/2020 04:00:00 AM,4/25/2018 07:24:15 PM,7/24/2019 12:00:00 AM,10/10/2019 12:43:26 PM,10/13/2022 04:00:00 AM,11/27/2023 03:00:00 AM,,5/22/2023,124 Washington St,N/A,Essex County,,5000.0,01832,Haverhill,Essex,42.635475,-70.970827,Northeast,310,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284579,"Eddie's Flowers, Inc.",Ashburnham,MA,01430,42.687939,-71.879302,23 Rindge State Rd.,,Ashburnham,MA,01430,POINT (-71.840209 42.329642),POINT (-71.879301 42.687939),1 Crescent Hill,,Springfield,MA,01105,85-2919293,MRN284579,3/25/2022 05:10:05 PM,8/4/2022 06:35:28 PM,4/4/2022 01:09:07 PM,11/5/2022 06:47:13 PM,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,1/31/2022 07:15:31 PM,8/19/2022 09:35:32 AM,10/13/2022 04:11:35 PM,11/5/2022 04:00:00 AM,11/5/2023 03:00:00 AM,,5/22/2023,23 Rindge State Rd,N/A,Worcester County,,10000.0,01430,Ashburnham,Worcester,42.329642,-71.840209,Central MA,164,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,9/17/2021,COMPLETE,MR282770,"Heka, Inc.",Westfield,MA,01085,42.14407,-72.726053,98 Sgt. TM Dion Way,,Westfield,MA,01085,POINT (-72.571312 42.12756),POINT (-72.726052 42.1440699),98 Sgt. TM Dion Way,,Westfield,MA,01085,32-0555210,MRN282770,8/6/2019 02:59:05 PM,11/25/2019 02:32:25 PM,8/7/2019 12:00:00 AM,,True,,,,,,,APPROVED,RP201937,RP201937,Not a DBE,,,,,,,,,,,,,,7/15/2021 04:00:00 AM,6/10/2019 10:19:11 AM,11/27/2019 12:00:00 AM,2/7/2020 09:16:03 AM,6/9/2022 04:00:00 AM,6/19/2023 04:00:00 AM,,5/22/2023,98 Sgt Tm Dion Way,N/A,Hampden County,,10000.0,01085,Westfield,Hampden,42.12756,-72.571312,Western MA,59,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,7/24/2020,COMPLETE,MR282801,"Fidelity Wellness Center, Inc.",Rockland,MA,02370,42.160913,-70.910636,38 Church Street,,Winchester,MA,01890,POINT (-70.818958 41.978877),POINT (-70.910635 42.1609130),38 Church Street,,Winchester,MA,01890,82-5058119,MRN282801,8/26/2019 03:02:12 PM,9/23/2019 10:34:48 PM,9/5/2019 12:00:00 AM,3/17/2020 10:31:21 AM,True,,,,,,,APPROVED,RP201987,RP201987,Not a DBE,,,,,,,,,,,,,,7/9/2020 04:00:00 AM,6/21/2019 10:35:32 AM,10/7/2019 12:00:00 AM,1/16/2020 03:34:31 PM,3/9/2023 03:00:00 AM,3/17/2024 04:00:00 AM,,5/22/2023,256 Weymouth St,N/A,Plymouth County,,10000.0,02370,Rockland,Plymouth,41.978877,-70.818958,Southeast and Cape,546,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MC283066,"Sira Naturals, Inc.",Milford,MA,01757,42.141608,-71.492289,300 Trade Center Drive,Suite 700,Woburn,MA,01801,POINT (-71.840209 42.329642),POINT (-71.492289 42.1416079),300 Trade Center Drive,Suite 700,Woburn,MA,01801,46-5147723,MCN283066,3/11/2021 09:56:43 AM,4/12/2021 04:51:22 PM,3/16/2021 11:53:57 AM,,True,no,,,,,,APPROVED,RP201855,RP201855,Not a DBE,Indoor,"Tier 08: 60,001 to 70,000 sq. ft",,,,,,,,,,,,8/11/2022 04:00:00 AM,9/18/2020 02:46:02 PM,4/15/2021 01:44:10 PM,7/15/2021 04:42:20 PM,8/11/2022 04:00:00 AM,8/13/2023 04:00:00 AM,,5/22/2023,4 Industrial Rd,N/A,Worcester County,,35000.0,01757,Milford,Worcester,42.329642,-71.840209,Central MA,284,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Delivery Operator,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MD1268,Kush Kart LLC,Eastham,,02642,,,11 Hadwen Road,,Worcester,MA,01602,POINT (-70.301811 41.698999),,11 Hadwen Road,,Worcester,MA,01602,85-1639387,MDA1268,9/29/2021 09:36:29 AM,10/21/2021 01:41:41 PM,10/5/2021 12:11:59 PM,,False,,SE304623,SE304623,,,,,,,Not a DBE,,,,,,,,,,,,,,,7/26/2021 10:55:30 AM,10/22/2021 11:22:11 AM,1/20/2022 03:38:54 PM,12/8/2022 03:00:00 AM,1/20/2024 03:00:00 AM,,,,,,,0.0,02642,Eastham,Barnstable,41.698999,-70.301811,Southeast and Cape,629,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283815,RC Retail Princeton LLC,Princeton,MA,01541,42.475771,-71.842666,104 Main Street,,Princeton,MA,01541,POINT (-71.840209 42.329642),POINT (-71.842665 42.4757710),200 Pratt Street,,Meriden,CT,06450,85-1144559,MRN283815,1/21/2021 05:08:12 PM,1/21/2021 05:08:12 PM,2/5/2021 10:11:38 AM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,10/7/2020 02:12:57 PM,2/5/2021 10:11:38 AM,4/16/2021 01:56:59 PM,3/10/2022 03:00:00 AM,4/26/2023 04:00:00 AM,,5/22/2023,104 Main St,N/A,Worcester County,,10000.0,01541,Princeton,Worcester,42.329642,-71.840209,Central MA,221,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - Two or More,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283232,"Sun Flower Meadows, LLC",Orange,MA,01364,42.59721,-72.3032,64 Elm Circle,,West Springfield,MA,01089,POINT (-72.573941 42.587072),POINT (-72.303200 42.5972099),PO Box 895,,West Springfield,MA,01090,86-2475853,MCN283232,6/9/2021 02:54:09 PM,9/4/2021 09:44:57 AM,7/14/2021 12:27:34 PM,,False,no,,,,,,,,,Woman-Owned Business,Outdoor,"Tier 07: 50,001 to 60,000 sq. ft",,,,,,,,,,,,,12/10/2020 11:18:06 AM,9/10/2021 10:09:55 AM,1/20/2022 03:47:02 PM,,,,5/22/2023,,Parcel 129-6,Franklin County,,0.0,01364,Orange,Franklin,42.587072,-72.573941,Western MA,152,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281858,Cannatech Medicinals Inc.,Fall River,MA,02722,41.761721,-71.099637,33 Union Street,Suite 2,Boston,MA,02108,POINT (-71.102131 41.778329),POINT (-71.099637 41.7617210),33 Union Street,Suite 2,Boston,MA,02108,47-5025145,MPN281858,5/6/2020 01:10:51 PM,7/2/2020 03:11:22 PM,5/27/2020 04:58:57 PM,7/13/2021 09:29:15 AM,True,no,,,,,,APPROVED,RP201858,RP201858,Not a DBE,,,,,,,,,,,,,,,3/16/2020 09:31:55 AM,7/7/2020 01:33:12 PM,10/8/2020 12:34:40 PM,7/14/2022 04:00:00 AM,7/15/2023 04:00:00 AM,,5/22/2023,1180 Innovation Way,FKA Lot 183,Bristol County,,10000.0,02722,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,669,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103585,INFINITREE LLC,N/A,,N/A,,,10 DEGAUTIER WAY,,ROXBURY,MA,02119,,,10 DEGAUTIER WAY,,ROXBURY,MA,02119,88-1212832,PDOA103585,5/24/2022 08:41:32 PM,6/28/2022 03:25:40 PM,6/9/2022 09:04:12 AM,,False,,SE305367,SE305367,,,,,,,Not a DBE,,,,,,,,,,,,,,,1/20/2022 09:11:49 AM,,7/8/2022 12:39:04 PM,7/8/2022 04:00:00 AM,7/8/2024 04:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103201,"Uprising Therapeutics, Inc.",N/A,,N/A,,,37 Schuyler Street,,Boston,MA,02121,,,37 Schuyler Street,,Boston,MA,02121,85-2786703,PDOA103201,9/1/2020 11:28:17 AM,9/4/2020 01:04:30 PM,9/2/2020 04:00:00 AM,,False,,SE304739,,,,,,,,Not a DBE,,,,,,,,,,,,,,,8/31/2020 02:28:35 PM,9/10/2020 08:38:58 AM,9/10/2020 01:25:19 PM,9/10/2020 04:00:00 AM,9/10/2022 04:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5824,GreenHouse Distributors Incorporated,N/A,,N/A,,,253 Millers Falls Road,,Turners Falls,MA,01349,,,41A East Main Street,,Millers Falls,MA,01349,87-1120388,PMDA5824,6/10/2021 03:54:30 PM,7/19/2021 02:33:23 PM,7/15/2021 03:21:07 PM,,False,,SE305006,SE305006,,,,,,,Minority-Owned Business,,,,,,,,,,,,,,,5/28/2021 03:24:08 PM,8/27/2021 10:43:12 AM,8/30/2021 10:43:29 AM,8/30/2021 04:00:00 AM,8/30/2023 04:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282733,Spencer House LLC,Chester,MA,01011,42.276251,-72.972564,215 Johnson Hill Road,,Washington,MA,01223,POINT (-72.571312 42.12756),POINT (-72.972564 42.2762510),215 Johnson Hill Road,,Washington,MA,01223,35-2570314,MCN282733,4/26/2020 07:51:51 AM,5/29/2020 10:28:26 AM,5/28/2020 08:34:37 AM,,False,no,,,,,,,,,Woman-Owned Business,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,4/9/2020 02:37:29 PM,6/11/2020 02:39:34 PM,9/10/2020 01:50:17 PM,4/8/2021 04:00:00 AM,4/8/2022 04:00:00 AM,,5/22/2023,1 Bay State Dr,18 Bay State Drive,Hampden County,,1250.0,01011,Chester,Hampden,42.12756,-72.571312,Western MA,10,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103048,Bean Collective LLC,N/A,,N/A,,,63 Coburn st,,Lowell,MA,01852,,,63 Coburn st,,Lowell,MA,01852,84-2083386,PDOA103048,5/29/2020 08:17:49 PM,6/17/2020 07:48:05 PM,6/10/2020 12:57:47 PM,,False,,SE303968,,INCOMPLETE,EE201943,,,,,Veteran-Owned Business | Minority-Owned Business,,,,,,,,,,,,,,,5/28/2020 10:46:18 PM,6/19/2020 02:17:26 PM,7/1/2020 09:32:08 AM,7/1/2020 04:00:00 AM,7/1/2022 04:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,COMMENCE OPS,COMMENCE OPS,9/2/2021,COMPLETE,MR283213,Z&T Inc,Douglas,MA,01516,42.064666,-71.694698,93 Davis Street,,Douglas,MA,01516,POINT (-71.840209 42.329642),POINT (-71.694698 42.0646660),39 Hawthorne Ave,,Cranston,RI,02910,84-3442664,MRN283213,3/15/2020 12:38:07 PM,5/7/2020 01:36:04 PM,3/19/2020 12:00:00 AM,2/25/2021 09:26:10 AM,False,,,,,,,,,,Minority-Owned Business,,,,,,,,,,,,,,7/15/2021 04:00:00 AM,1/1/2020 04:25:53 PM,5/21/2020 02:33:08 PM,8/6/2020 02:49:26 PM,3/9/2023 03:00:00 AM,3/11/2024 04:00:00 AM,,5/22/2023,93 Davis St,N/A,Worcester County,,10000.0,01516,Douglas,Worcester,42.329642,-71.840209,Central MA,200,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,6/7/2021,COMPLETE,MR281834,"Evergreen Strategies, LLC",Worcester,MA,01604,42.232342,-71.751541,52 Whispering Way,,Stow,MA,01775,POINT (-71.840209 42.329642),POINT (-71.751541 42.2323420),52 Whispering Way,,Stow,MA,01775,82-5252215,MRN281834,1/31/2019 09:42:33 PM,12/9/2019 02:02:36 PM,9/10/2019 12:00:00 AM,4/6/2020 09:42:05 AM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,5/13/2021 04:00:00 AM,8/23/2018 04:05:47 PM,10/7/2019 12:00:00 AM,1/9/2020 11:21:30 AM,5/11/2023 04:00:00 AM,5/15/2024 04:00:00 AM,,5/22/2023,143 SW Cutoff,N/A,Worcester County,,10000.0,01604,Worcester,Worcester,42.329642,-71.840209,Central MA,247,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282234,Fuego Farms Inc.,Middleborough,MA,02346,41.857559,-70.864131,254 Newhill Ave.,,Somerset,MA,02726,POINT (-70.818958 41.978877),POINT (-70.864131 41.8575590),77 Pond Street,,Sharon,MA,02067,84-2193238,MCN282234,6/28/2019 08:51:32 PM,2/7/2020 08:41:01 AM,10/16/2019 12:00:00 AM,7/14/2020 08:27:37 PM,False,,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,6/24/2019 06:30:16 PM,2/12/2020 12:00:00 AM,4/9/2020 03:13:01 PM,7/14/2022 04:00:00 AM,7/14/2023 04:00:00 AM,,5/22/2023,370 Wareham St,Lot 2,Plymouth County,,1250.0,02346,Middleboro,Plymouth,41.978877,-70.818958,,528,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/8/2023,COMPLETE,MR281951,PURE BOTANICALS LLC,Pittsfield,MA,01201,42.447804,-73.262027,239 West st,,Pittsfield,MA,01201,POINT (-73.209889 42.396128),POINT (-73.262027 42.4478039),46 Lucille St,,Pittsfield,MA,01201,82-5220358,MRN281951,3/8/2019 03:11:28 PM,3/17/2020 04:18:41 PM,10/10/2019 12:00:00 AM,,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,5/12/2022 04:00:00 AM,10/5/2018 05:27:46 PM,3/19/2020 12:00:00 AM,6/4/2020 02:36:48 PM,4/14/2023 04:00:00 AM,7/27/2024 04:00:00 AM,,5/22/2023,239 West St,N/A,Berkshire County,,10000.0,01201,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,95,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Two or More,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5821,"Oasis of Tranquility, Inc.",N/A,,N/A,,,Lot 5 at 0 Hill Street,,Norton,MA,02766,,,Lot 5 at 0 Hill Street,,Norton,MA,02766,85-4140045,PMDA5821,6/4/2021 11:37:32 AM,7/22/2021 07:47:44 AM,7/8/2021 12:29:21 PM,,False,,SE304228,SE304228,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,,,,,,,,,,,,5/28/2021 01:55:23 PM,8/2/2021 02:07:54 PM,8/2/2021 02:08:05 PM,8/2/2021 04:00:00 AM,8/2/2023 04:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Delivery Operator,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MD1274,Ember Gardens Delivery LLC,Middleborough,,02346,,,254 Newhill Ave,,Somerset,MA,02726,POINT (-70.818958 41.978877),,254 Newhill Ave,,Somerset,MA,02726,85-1239749,MDA1274,8/27/2021 05:12:56 PM,9/29/2021 02:09:41 PM,9/8/2021 01:54:22 PM,,False,,SE304227,,,,,,,,Not a DBE | Minority-Owned Business,,,,,,,,,,,,,,,8/16/2021 02:43:40 PM,10/5/2021 03:08:21 PM,1/20/2022 03:32:39 PM,12/8/2022 03:00:00 AM,1/20/2024 03:00:00 AM,,,,,,,0.0,02346,Middleboro,Plymouth,41.978877,-70.818958,,528,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
