license_number,id,business_dba_name,license_type,license_status,address,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,business_email,business_image_url,data_refreshed_date,business_phone,premise_street_address,business_website,premise_latitude,premise_longitude,premise_county,details_url,Street,Licensee Name,License Number,Address,Zipcode,Microbials,Mycotoxins,Residual Solvents,phone_number,ccclastupdated,application_status,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,approved_license_stages,commence_operations_date,establishment_zipcode,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,cnb_deemed_complete_date,application_approved_date,lic_start_date,pmt_amount,lic_fee_amount,town,county_lat,county_long,region,cccupdatedate,establishment_address_2,establishment_state,approved_se_number,Medical ,adult_use,county,medical,CEID,LicenseStatus,analyses,cultivator,retailer
15190,2188688,Coldsmoke Farms,Limited Marijuana Cultivation Facility,Active-Operating,"34669 Commerce St, Soldotna, AK 99669, UNITED STATES",Coldsmoke Farms,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15501,1061522,FAMILY TREES,Limited Marijuana Cultivation Facility,Active-Operating,"199 Thoreau Drive, Fairbanks, AK 99712, UNITED STATES",FAMILY TREES,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99712,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15530,1052373,BUDMASTERS LIMITED PARTNERSHIP,Limited Marijuana Cultivation Facility,Active-Operating,"32685 S. McKinley View Drive, Talkeetna, AK 99676, UNITED STATES",BUDMASTERS LIMITED PARTNERSHIP,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Talkeetna,99676,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16015,1062951,BLUFFSIDE GARDENS,Limited Marijuana Cultivation Facility,Active-Operating,"39700 S. Parks Hwy, Talkeetna, AK 99676, UNITED STATES",BLUFFSIDE GARDENS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Talkeetna,99676,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16028,2147945,Alaska Beasty Buds,Limited Marijuana Cultivation Facility,Active-Operating,"1655 Richardson Hwy Unit B, Fairbanks, AK 99705, UNITED STATES",Alaska Beasty Buds,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99705,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16181,1063493,"POTTER'S HARVEST, LLC.",Limited Marijuana Cultivation Facility,Active-Operating,"4123 S. Gon Fishin Drive, Wasilla, AK 99687, UNITED STATES","POTTER'S HARVEST, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99687,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16225,1063475,GREEN GHOST FARMS LLC,Limited Marijuana Cultivation Facility,Active-Operating,"11601 w. King Arthur Drive, Houston, AK 99694, UNITED STATES",GREEN GHOST FARMS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99694,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16276,1063908,ALASKAN DREAM LLC,Limited Marijuana Cultivation Facility,Active-Operating,"6696 Gonder Rd Unit #1, Big Lake, AK 99652, UNITED STATES",ALASKAN DREAM LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Big Lake,99652,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16474,1064927,GRATEFUL BUD LLC,Limited Marijuana Cultivation Facility,Active-Operating,"1817 Sunset Blvd, Kenai, AK 99611, UNITED STATES",GRATEFUL BUD LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kenai,99611,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16791,1066190,RCJ LEGACY LLC.,Limited Marijuana Cultivation Facility,Active-Operating,"2893 S. Big lake Rd. # 2, BIG LAKE, AK 99652, UNITED STATES",RCJ LEGACY LLC.,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,BIG LAKE,99652,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17079,1067580,COTTONMOUTH ROAD,Limited Marijuana Cultivation Facility,Active-Operating,"38496 Hugh Street, Sterling, AK 99672, UNITED STATES",COTTONMOUTH ROAD,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Sterling,99672,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17105,2085611,Sweet Matanuska Green,Limited Marijuana Cultivation Facility,Active-Operating,"972 N Satisfied, Wasilla, AK 99654, UNITED STATES",Sweet Matanuska Green,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17594,1067691,NOME GROWN LLC,Limited Marijuana Cultivation Facility,Active-Operating,"604 W. 1st. Ave, NOME, AK 99762, UNITED STATES",NOME GROWN LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,NOME,99762,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17612,1069765,"VALLEY HAPPINESS, LLC",Limited Marijuana Cultivation Facility,Active-Operating,"905 south vicki way, Wasilla, AK 99654, UNITED STATES","VALLEY HAPPINESS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17816,1064741,TALKEETNA TRADITIONS LLC,Limited Marijuana Cultivation Facility,Active-Operating,"41010 S Parks Hwy, Talkeetna, AK 99676, UNITED STATES",TALKEETNA TRADITIONS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Talkeetna,99676,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17916,1066411,"TOP TIER GARDENS, LLC",Limited Marijuana Cultivation Facility,Active-Operating,"408 North O'Daniel Circle, Meadow Lakes, AK 99623, UNITED STATES","TOP TIER GARDENS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Meadow Lakes,99623,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18931,1077233,"MATANUSKA BUD, LLC",Limited Marijuana Cultivation Facility,Active-Operating,"5540 N Bonnie Dr., North Half of Shop Building, Palmer, AK 99645, UNITED STATES","MATANUSKA BUD, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,North Half of Shop Building,Palmer,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18945,1062266,AK GOLD LLC.,Limited Marijuana Cultivation Facility,Active-Operating,"46657 Kenai Spur Hwy, Kenai, AK 99611, UNITED STATES",AK GOLD LLC.,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kenai,99611,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19204,1078443,"MIKEY'S PLACE, LLC.",Limited Marijuana Cultivation Facility,Active-Operating,"30353 N. Willow Fishhook Road, Building B, Willow, AK 99688, UNITED STATES","MIKEY'S PLACE, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building B,Willow,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19473,1082714,GOLDSTREAM CANNABIS ANNEX,Limited Marijuana Cultivation Facility,Active-Operating,"2922 Parks Hwy Studio 10, Fairbanks, AK 99709, UNITED STATES",GOLDSTREAM CANNABIS ANNEX,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19532,1085113,HIGHLINER CRAFTS LLC,Limited Marijuana Cultivation Facility,Active-Operating,"98 Kian Street, Ketchikan, AK 99901, UNITED STATES",HIGHLINER CRAFTS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19874,1092306,"SNOW CAPPED GARDENS 2, LLC",Limited Marijuana Cultivation Facility,Active-Operating,"3253 W. Coghlan Circle Suite 101, (Shop on Ground Level), Wasilla, AK 99623, UNITED STATES","SNOW CAPPED GARDENS 2, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,(Shop on Ground Level),Wasilla,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20642,1112119,"SNOW LOTUS GARDENS, LLC",Limited Marijuana Cultivation Facility,Active-Operating,"2301 South Knik-Goose Bay Road #4B, Wasilla, AK 99654, UNITED STATES","SNOW LOTUS GARDENS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21021,2083689,CHOICE EXTRACTS,Limited Marijuana Cultivation Facility,Active-Operating,"12668 W. Westen Dr., Houston, AK 99694, UNITED STATES",CHOICE EXTRACTS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99694,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21092,1114139,"JOHNNY DAE FARMS, LLC.",Limited Marijuana Cultivation Facility,Active-Operating,"59913 S. Airpark Pl., Willow, AK 99688, UNITED STATES","JOHNNY DAE FARMS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Willow,99688,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21463,1050703,ROCK SOLID BUDS,Limited Marijuana Cultivation Facility,Active-Operating,"48235 Miracle Ave, Soldotna, AK 99669, UNITED STATES",ROCK SOLID BUDS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21709,2086954,Solstice Green,Limited Marijuana Cultivation Facility,Delegated,"12663 West Westen Drive, Houston, AK 99694, UNITED STATES",Solstice Green,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99694,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22960,1066967,"J & M INVESTMENTS, LLC.",Limited Marijuana Cultivation Facility,Active-Operating,"1000 E. Burlwood Dr., Wasilla, AK 99654, UNITED STATES","J & M INVESTMENTS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23933,2095977,Midnight Sun Cultivators,Limited Marijuana Cultivation Facility,Active-Pending Inspection,"28011 Old Parks Highway, Suite 2, Willow, AK 99688, UNITED STATES",Midnight Sun Cultivators,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 2,Willow,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24237,2097875,Caradundy Colas,Limited Marijuana Cultivation Facility,Active-Operating,"7371 W Captain Hook Dr, Wasilla, AK 99623, UNITED STATES",Caradundy Colas,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24667,2099951,Qhroniq,Limited Marijuana Cultivation Facility,Active-Operating,"1285 N. Old Glenn Highway, Building A, Palmer, AK 99645, UNITED STATES",Qhroniq,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building A,Palmer,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24714,2100387,Cabin Bud,Limited Marijuana Cultivation Facility,Active-Operating,"1125 west gail drive, wasilla, AK 99654, UNITED STATES",Cabin Bud,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,wasilla,99654,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25145,2102802,Alaska Botanical Farms,Limited Marijuana Cultivation Facility,Active-Operating,"5300 N Infinite Rd, Unit A-1, Wasilla, AK 99654, UNITED STATES",Alaska Botanical Farms,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit A-1,Wasilla,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25497,2105648,5 Star Flower,Limited Marijuana Cultivation Facility,Active-Operating,"4000 Hazelwood Circle, (Apartment with the attached shop), Palmer, AK 99645, UNITED STATES",5 Star Flower,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,(Apartment with the attached shop),Palmer,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25693,1055654,ALASKA GREENWORKS LLC,Limited Marijuana Cultivation Facility,Active-Operating,"8860 Arlon Street, Anchorage, AK 99507, UNITED STATES",ALASKA GREENWORKS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99507,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25707,2107048,The Hangar AK,Limited Marijuana Cultivation Facility,Active-Operating,"1540 N. SHORELINE DRIVE, (Metal Building), WASILLA, AK 99654, UNITED STATES",The Hangar AK,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,(Metal Building),WASILLA,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25721,2182311,gold leaf farms,Limited Marijuana Cultivation Facility,Active-Operating,"12428 Round Table Drive, Houston, AK 99623, UNITED STATES",gold leaf farms,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99623,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26330,2110201,Bee Happy Cannabis,Limited Marijuana Cultivation Facility,Active-Operating,"3621 N. Wyoming Drive, Lower Level, Wasilla, AK 99623, UNITED STATES",Bee Happy Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Lower Level,Wasilla,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26645,2111799,Ski Bunny Buds,Limited Marijuana Cultivation Facility,Active-Operating,"5768 E. Ski Bunny Circle, Palmer, AK 99645, UNITED STATES",Ski Bunny Buds,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26876,2113057,Alaskan Originals Cultivation,Limited Marijuana Cultivation Facility,Delegated,"3590 South Village Street, Wasilla, AK 99623, UNITED STATES",Alaskan Originals Cultivation,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26946,2113449,One Sweet World,Limited Marijuana Cultivation Facility,Active-Operating,"5675 E Blue Lupine Dr, Wasilla, AK 99654, UNITED STATES",One Sweet World,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26987,2123520,Caradundy Cultivation,Limited Marijuana Cultivation Facility,Active-Pending Inspection,"12580 W Westen Dr, Houston, AK 99623, UNITED STATES",Caradundy Cultivation,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99623,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27205,2107487,Bonah-fide,Limited Marijuana Cultivation Facility,Active-Operating,"5408 S. Garrett Dr., Big Lake, AK 99652, UNITED STATES",Bonah-fide,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Big Lake,99652,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27400,2115853,Moon Forest Garden,Limited Marijuana Cultivation Facility,Active-Operating,"21468 W. Kobuk Lane, Wasilla, AK 99654, UNITED STATES",Moon Forest Garden,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27471,2111699,Alaska Vibes,Limited Marijuana Cultivation Facility,Active-Pending Inspection,"10011 Glacier Highway, Juneau, AK 99801, UNITED STATES",Alaska Vibes,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27608,2116530,LeLe Gardens,Limited Marijuana Cultivation Facility,Active-Pending Inspection,"17833 W Bryant Road, Big Lake, AK 99654, UNITED STATES",LeLe Gardens,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Big Lake,99654,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28104,2119477,The Hash Frontier Gardens,Limited Marijuana Cultivation Facility,Active-Operating,"3662 S Hillrise Circle, Wasilla, AK 99654, UNITED STATES",The Hash Frontier Gardens,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28459,2122495,Aristocracy,Limited Marijuana Cultivation Facility,Active-Pending Inspection,"1300 N. Linger Lane, Wasilla, AK 99623, UNITED STATES",Aristocracy,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28705,2155262,Turquoise Leaf Cultivation,Limited Marijuana Cultivation Facility,Active-Operating,"9377 N. Blackie Loop, Willow, AK 99688, UNITED STATES",Turquoise Leaf Cultivation,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Willow,99688,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28780,1032308,"VAN GEER ENTERPRISES, LLC",Limited Marijuana Cultivation Facility,Active-Pending Inspection,"12724 W Westen Drive, Houston, AK 99694, UNITED STATES","VAN GEER ENTERPRISES, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99694,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29289,2128199,Stoned Gnome Farm,Limited Marijuana Cultivation Facility,Active-Operating,"2176 Donald Ave, Fairbanks, AK 99701, UNITED STATES",Stoned Gnome Farm,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29651,2127436,Stoned Cold Cannabis,Limited Marijuana Cultivation Facility,Active-Operating,"5732 E. Gershmel Loop #1, Palmer, AK 99645, UNITED STATES",Stoned Cold Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29922,2132671,BP ProGro,Limited Marijuana Cultivation Facility,Delegated,"3065 N. Nichols Drive, Building 2, Houston, AK 99694, UNITED STATES",BP ProGro,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building 2,Houston,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30154,2121718,Alaska Herb Garden,Limited Marijuana Cultivation Facility,Active-Operating,"209 King Circle, Suite 2, Anchorage, AK 99515, UNITED STATES",Alaska Herb Garden,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 2,Anchorage,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30219,2134451,KGB Cultivation,Limited Marijuana Cultivation Facility,Active-Pending Inspection,"8933 S Polaris Ln, Wasilla, AK 99623, UNITED STATES",KGB Cultivation,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,,,2024-01-09T11:05:18.230216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
